Fiscal Date,Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
1/31/2020,357090,ALPO SNAPS VARIETY PK DOG TRTS,1113200392, 0 , 2 ,(2),N/A,$0 ,$5 
1/31/2020,336347,ALPO PRIME CUTS W/ BEEF,1113212556, 0 , 2 ,(2),N/A,$0 ,$10 
1/31/2020,59442,ALPO CHOPHOUSE T-BNE STK GRAVY,1113213597, 12 , 0 , 12 ,0%,$9 ,$0 
1/31/2020,357071,ONE CAT HAIRBALL FORMULA,1780001263, 0 , 2 ,(2),N/A,$0 ,$16 
1/31/2020,357088,ONE CAT SENIOR FORUMLA,1780001885, 4 , 0 , 4 ,0%,$31 ,$0 
1/31/2020,47449,WSKR LCKN CRNCH LVRS CKN/SEAFD,1780002063, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,86159,ONE CAT SENSITIVE SYSTEMS,1780003198, 0 , 1 ,(1),N/A,$0 ,$11 
1/31/2020,142851,BENEFUL PM SIMMERD BEEF ENTREE,1780010963, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,142853,BENEFUL PM BEEF STEW,1780010965, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,142848,BENEFUL PM RICE & LAMB STEW,1780010967, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,743873,PPY CHOW LIT BITES 4X4,1780011030, 0 , 1 ,(1),N/A,$0 ,$5 
1/31/2020,170603,ONE WHOLESME BEEF & BRWN RICE,1780012592, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,170581,ONE WHOLESME CHKN & BRWN RICE,1780012596, 0 , 3 ,(3),N/A,$0 ,$4 
1/31/2020,170582,PUR ONE SB PUP LAMB RICE,1780012599, 0 , 5 ,(5),N/A,$0 ,$7 
1/31/2020,170584,PUR ONE SB ADULT TURKEY BARLEY,1780012604, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,755143,BENEFUL HEALTHY WEIGHT 4X3.5,1780013465, 4 , 0 , 4 ,0%,$22 ,$0 
1/31/2020,535931,BENEFUL ORIG BF 4X3.5,1780013483, 0 , 1 ,(1),N/A,$0 ,$6 
1/31/2020,653978,BENEFUL INC BF 4X3.5,1780013640, 4 , 2 , 2 ,50%,$22 ,$11 
1/31/2020,871664,ONE WET DOG BEEF & GRAVY,1780014309, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,18220,PUR ONE SB HEALTHY WEIGHT LAMB,1780014311, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,18112,ONE WET DOG CHICKEN & GRAVY,1780014314, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,67433,PURINA ONE CAT BEEF PATE,1780014595, 0 , 3 ,(3),N/A,$0 ,$3 
1/31/2020,68059,PURINA ONE CAT CHICKEN PATE,1780014597, 0 , 6 ,(6),N/A,$0 ,$5 
1/31/2020,69529,PURINA ONE CAT CHICKEN CUTS,1780014602, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,69232,PURINA ONE CAT TRKY/GBLTS PATE,1780014613, 0 , 9 ,(9),N/A,$0 ,$8 
1/31/2020,6647,ONE SMRTBLND SML BTS BF & RC,1780014929, 3 , 0 , 3 ,0%,$66 ,$0 
1/31/2020,4881,ONE SMTBLND DOG CHKN RC FRMLA,1780014937, 4 , 2 , 2 ,50%,$87 ,$44 
1/31/2020,2371,ONE SMRTBLND DOG LMB RC FRMLA,1780014940, 1 , 0 , 1 ,0%,$22 ,$0 
1/31/2020,356860,CAT CHOW COMPLETE 4X6.3LB,1780015012, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,78391,ONE SMARTBLEND SALMON RECIPE,1780015123, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,238490,DOG CHOW COMPLETE,1780015210, 2 , 0 , 2 ,0%,$24 ,$0 
1/31/2020,184609,PURINA ONE TR INSTINCT TUR VEN,1780015452, 3 , 1 , 2 ,33%,$66 ,$22 
1/31/2020,381385,ONE TRUE INSTNCT TURKY VENISON,1780015456, 4 , 2 , 2 ,50%,$49 ,$25 
1/31/2020,176553,BENEFUL MEDLEY SAMPLER,1780015512, 2 , 0 , 2 ,0%,$16 ,$0 
1/31/2020,112700,ONE PAIRING CHICKEN TURKEY,1780015829, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,200293,BENEFUL CHPD BLENDS BEEF,1780015947, 8 , 0 , 8 ,0%,$16 ,$0 
1/31/2020,357055,BEYOND CAT FD SALMON BRWN RICE,1780016362, 0 , 3 ,(3),N/A,$0 ,$27 
1/31/2020,357041,BEYOND IN GRAVY CHKN BF,1780016381, 0 , 3 ,(3),N/A,$0 ,$3 
1/31/2020,90866,BEYOND PATE TROUT AND CATFISH,1780016389, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,357062,BEYOND PATE GRN FR SLMN,1780016403, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,357060,BEYOND IN GRCY TRKY SPIN,1780016407, 0 , 3 ,(3),N/A,$0 ,$3 
1/31/2020,5815,BENEFUL BAKED DELIGHTS HUGS,1780016540, 0 , 2 ,(2),N/A,$0 ,$5 
1/31/2020,5855,BENEFUL BAKED DELIGHT SNACKERS,1780016542, 0 , 4 ,(4),N/A,$0 ,$11 
1/31/2020,346295,ONE PUR SMRTBLND VARITY DOG FD,1780016715, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,529241,PUR ONE DRY LAMB&RICE DOG FD,1780016746, 1 , 0 , 1 ,0%,$43 ,$0 
1/31/2020,384082,BEYOND SIMPL ORGN CHKN PEA,1780016912, 0 , 2 ,(2),N/A,$0 ,$4 
1/31/2020,176321,BENEFUL CHOPPED BLENDS CHICKEN,1780016960, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,176307,BENEFUL CHOPPED BLENDS SALMON,1780016962, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,176337,BENEFUL CHOPPED BLENDS TURKEY,1780016966, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,172171,BEYOND GF BEEF AND POTATO,1780017025, 0 , 4 ,(4),N/A,$0 ,$8 
1/31/2020,381242,BEYOND CHCKN CRRT PEA GRND ENT,1780017027, 0 , 4 ,(4),N/A,$0 ,$8 
1/31/2020,676357,CAT CHOW NATURALS INDOOR,1780017156, 4 , 0 , 4 ,0%,$22 ,$0 
1/31/2020,384083,BEYOND GRNFR CHKN SWT POTATO,1780017186, 0 , 4 ,(4),N/A,$0 ,$8 
1/31/2020,478541,BENEFUL INC CHK 4X3.5,1780017203, 0 , 1 ,(1),N/A,$0 ,$6 
1/31/2020,313982,DENTALIFE SMALL/MEDIUM 25CT,1780017418, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,992864,BEYOND SML DOG CHKN BRLY,1780017618, 0 , 1 ,(1),N/A,$0 ,$10 
1/31/2020,985241,BEYOND GF MSC ALASKAN COD 3OZ,1780018274, 0 , 3 ,(3),N/A,$0 ,$5 
1/31/2020,908829,PURINA ONE WET CAT UTH BF 30Z,1780018430, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,425696,BENEFUL ORIGINALS W/BEEF 14LB,1780018440, 1 , 2 ,(1),200%,$13 ,$27 
1/31/2020,702255,BENEFUL HEALTHY WGHT CHICKEN,1780018444, 1 , 2 ,(1),200%,$13 ,$27 
1/31/2020,992525,BENEFUL HLTHY PUPPY W/CHICKEN,1780018451, 0 , 1 ,(1),N/A,$0 ,$13 
1/31/2020,781748,DOG CHOW COMPLETE ADULT CHICK,1780018548, 0 , 1 ,(1),N/A,$0 ,$23 
1/31/2020,348047,ONE CAT SALMON & RICE,1780047474, 0 , 3 ,(3),N/A,$0 ,$24 
1/31/2020,315076,ONE DOG CHICKEN & RICE FORMULA,1780047568, 4 , 4 , 0 ,100%,$49 ,$50 
1/31/2020,595001,PUR ONE SB HEALTHY PUPPY,1780057008, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,626499,ONE CAT CHICKEN & RICE FORMULA,1780057192, 0 , 1 ,(1),N/A,$0 ,$23 
1/31/2020,315072,ONE DOG LAMB & RICE FORMULA,1780057312, 0 , 1 ,(1),N/A,$0 ,$13 
1/31/2020,127409,IAMS DOG GROUND W/CHKN & RICE,1901401329, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,52646,IAMS DOG CHUNK BEEF/VG IN GRVY,1901402520, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,173525,IAMS DOG MINICHUNKS,1901461090, 2 , 0 , 2 ,0%,$39 ,$0 
1/31/2020,171697,IAMS DOG LARGE BREED,1901461097, 0 , 2 ,(2),N/A,$0 ,$39 
1/31/2020,172820,IAMS DOG MATURE ADULT,1901461206, 1 , 0 , 1 ,0%,$19 ,$0 
1/31/2020,290893,IAMS DOG MINICHUNKS,1901471108, 0 , 1 ,(1),N/A,$0 ,$11 
1/31/2020,290915,IAMS PUPPY ORIGINAL BONUS,1901471110, 0 , 1 ,(1),N/A,$0 ,$11 
1/31/2020,290852,IAMS DOG WEIGHT CONTROL,1901471112, 0 , 1 ,(1),N/A,$0 ,$11 
1/31/2020,40580,IAMS CAT FOOD HAIRBALL CARE,1901471243, 0 , 1 ,(1),N/A,$0 ,$13 
1/31/2020,41840,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471245, 0 , 1 ,(1),N/A,$0 ,$13 
1/31/2020,356942,IAMS HEALTHY ADULT ORIGINAL,1901471256, 4 , 0 , 4 ,0%,$30 ,$0 
1/31/2020,927218,IAMS PP PATE TUNA,1901480231, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,641574,IAMS PP PATE SALMON,1901480232, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,875857,IAMS PP INDR SMN CUTS IN GRAVY,1901480264, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,888170,IAMS DRY CAT ADLT SLMN TN 3.5L,1901480411, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,89879,TEMPTATIONS BLISSFUL CATNIP FL,2310000099, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,88828,TEMPTATIONS MIX UPS BACKYARD,2310000157, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,203518,PEDIGREE GROUND W/CHOPPED BEEF,2310001004, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,12936,PEDIGREE GROUND W/BF/BCN/CHS,2310001018, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,170374,PED. TGD W CHP CKN SING,2310001076, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,12939,PEDIGREE COMBO W/CHKN-BF-LIVER,2310001078, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,210095,PEDIGREE CHOICE CUTS W/BEEF,2310001527, 12 , 0 , 12 ,0%,$10 ,$0 
1/31/2020,986760,PEDIGREE CHOICE CUTS W/BEEF,2310001530, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,492371,PEDIGREE PUPPY CMPLT NUTRITION,2310001538, 0 , 2 ,(2),N/A,$0 ,$27 
1/31/2020,206562,PEDIGREE GROUND W/CHICKEN/RICE,2310001907, 0 , 3 ,(3),N/A,$0 ,$3 
1/31/2020,15370,CESAR PORTERHOUSE STEAK FLAVOR,2310002451, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,601919,PDGR CHPD CK/BF & BF/BC 12CT,2310003320, 0 , 1 ,(1),N/A,$0 ,$10 
1/31/2020,36126,PEDIGREE BEEF VARIETY 12PK CAN,2310003321, 1 , 1 , 0 ,100%,$10 ,$10 
1/31/2020,11649,CESAR TOP SIRLOIN FLAVOR,2310005672, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,72444,TEMPTATIONS HAIRBLL CONTRL CHK,2310008541, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,236992,TEMPTATIONS MIX UPS CATNIP FEV,2310010155, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,170379,CESAR 4 FLVR VARIETY CUBE,2310010257, 0 , 1 ,(1),N/A,$0 ,$18 
1/31/2020,312806,PEDIGREE DENTASTIX FRESH LARGE,2310010312, 4 , 1 , 3 ,25%,$42 ,$10 
1/31/2020,231384,CESAR SOFTIES FILET MIGNON FLA,2310010327, 0 , 1 ,(1),N/A,$0 ,$4 
1/31/2020,231379,CESAR SOFTIES MEDLEY TRIO,2310010329, 0 , 1 ,(1),N/A,$0 ,$4 
1/31/2020,157162,PEDIGREE ADLT CMPLT RSTD CKHN,2310010339, 1 , 0 , 1 ,0%,$14 ,$0 
1/31/2020,113656,PEDIGREE PUPPY COMPLETE NUTRIT,2310010365, 0 , 1 ,(1),N/A,$0 ,$5 
1/31/2020,112071,TEMPTATIONS MIX UPS SURFERS DL,2310010396, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,97913,TEMPTATIONS MIX UPS BACKYARD,2310010397, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,97911,TEMPTATIONS MIX UPS CATNIP FEV,2310010648, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,260826,CESAR BREAKFAST & DINNER MEALS,2310010652, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,275050,PEDIGREE ADULT COMPLETE,2310010736, 1 , 0 , 1 ,0%,$23 ,$0 
1/31/2020,169949,CSR HM DLGHTS TRKY&POT,2310010832, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,169315,CSR HM DLGHTS BF/CN SNGL,2310010881, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,165966,SHEBA PERF PORT SINGLE CHICKEN,2310011020, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,166153,SHEBA PERF PORT SINGL CKN-LIVR,2310011022, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,166145,SHEBA PERF PORT SINGL CKN&TUNA,2310011023, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,166219,SHEBA PERF PORT SINGL WTFH&TUN,2310011024, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,166206,SHEBA PERF PORT SINGLE BEEF,2310011025, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,63753,PED SMALL BREED STEAK & VEGGIE,2310011034, 4 , 0 , 4 ,0%,$20 ,$0 
1/31/2020,65617,PED SMALL BREED STK & VEG,2310011035, 1 , 2 ,(1),200%,$14 ,$27 
1/31/2020,331933,TEMPTATIONS MIX UPS CATNIP FEV,2310011081, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,192000,PED TGD FLT MGN SINGLE,2310011116, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,319666,PEDIGREE ADULT STEAK/VEG BONUS,2310011131, 1 , 1 , 0 ,100%,$14 ,$14 
1/31/2020,336525,SHEBA PP ROASTED CHICKEN,2310011416, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,336538,SHEBA PP GOURMET SALMON,2310011418, 0 , 3 ,(3),N/A,$0 ,$2 
1/31/2020,354710,CESAR DRY FLT MIGN VEG 2.7LB,2310011624, 0 , 1 ,(1),N/A,$0 ,$5 
1/31/2020,358219,PED PCH MEATY GROUND CHICKEN,2310011801, 16 , 0 , 16 ,0%,$9 ,$0 
1/31/2020,354761,PEDIGREE CHOICE CUTS VP,2310011813, 2 , 0 , 2 ,0%,$9 ,$0 
1/31/2020,355117,PEDIGREE POUCH VP CHK BF CASS,2310011837, 2 , 0 , 2 ,0%,$18 ,$0 
1/31/2020,111294,CESAR LE BRAISED RIB FLAVOR,2310011999, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,794265,CRAVE PP REAL SALMON,2310012302, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,170232,CESAR GFIS PRIME RIB SINGLE,2310023529, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,48794,CESAR NW YK STRIP/FLT MGN 12PK,2310023537, 0 , 2 ,(2),N/A,$0 ,$19 
1/31/2020,312792,PEDIGREE DENTASTIX MINI SM BOX,2310027789, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,95921,TEMPTATIONS TEMPTING TUNA FLAV,2310032784, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,55791,CESAR SUNRISE STEAK & EGG FLVR,2310033581, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,54941,CESAR FIL MIG/PORHSE VAR 12 PK,2310070295, 2 , 0 , 2 ,0%,$19 ,$0 
1/31/2020,55220,CESAR TOP SIR & CHKN VAR 12 PK,2310070296, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,297746,PETMATE JUMBO CAT LITER SCOOP,2969529112, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,968146,NUDGES JERKY CUTS W/CHKN 16OZ,3140005263, 0 , 2 ,(2),N/A,$0 ,$23 
1/31/2020,448302,NUDGES HOME STYLE 10OZ,3140006941, 0 , 1 ,(1),N/A,$0 ,$7 
1/31/2020,365774,HARTZ DELCTBLES STW TNA&WT FSH,3270011054, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,365773,HARTZ DELCTBLES STW SR CHK&TNA,3270011055, 0 , 3 ,(3),N/A,$0 ,$3 
1/31/2020,320360,DELECTABLES BISQUE TUNA & CHK,3270011056, 0 , 5 ,(5),N/A,$0 ,$5 
1/31/2020,241281,A&H ULTRA LAST CAT LITTER,3320002203, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,63531,A&H MULTI-CAT CLUMPING LITTER,3320002206, 2 , 0 , 2 ,0%,$16 ,$0 
1/31/2020,57545,A&H MULTICAT UNSCNTD CAT LTR,3320002207, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,262587,ARM & HAM CLUMP & SEAL MC LTR,3320002292, 2 , 0 , 2 ,0%,$30 ,$0 
1/31/2020,241280,A&H DOUBLE DUTY CAT LITTER,3320002408, 0 , 1 ,(1),N/A,$0 ,$15 
1/31/2020,683730,ARM & HAMMER LITTER DEODORIZER,3320015020, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,353152,A&H SLIDE CLMPNG LTTR MULTI,3320097357, 0 , 2 ,(2),N/A,$0 ,$24 
1/31/2020,21630,BUSY BONE MINI,3810012891, 8 , 0 , 8 ,0%,$21 ,$0 
1/31/2020,133985,BUSY BONE SMALL/MEDIUM,3810013038, 4 , 0 , 4 ,0%,$28 ,$0 
1/31/2020,313949,BEGGIN LITTLES BCN AND CHEESE,3810017120, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,313970,BUSY CHEW BEGGIN TWISTED 2PK,3810017391, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,313968,BEGGIN LITTLES BACON,3810017395, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,145987,BUSY TWISTD SMALL MEDIUM,3810017397, 0 , 3 ,(3),N/A,$0 ,$21 
1/31/2020,949620,BB BEGGIN TWIST TINY 10PK,3810017647, 6 , 0 , 6 ,0%,$21 ,$0 
1/31/2020,266270,MOIST & MEATY BURGR W/CHZ 36CT,3810033048, 0 , 1 ,(1),N/A,$0 ,$14 
1/31/2020,37023,BEGGIN STRIPS BACON,3810049621, 6 , 1 , 5 ,17%,$17 ,$3 
1/31/2020,278133,HEB TEXAS SPORTING DOG FORMULA,4122000786, 0 , 2 ,(2),N/A,$0 ,$20 
1/31/2020,596619,HCF DOG CAN CHOPPED BEEF,4122000862, 0 , 1 ,(1),N/A,$0 ,$1 
1/31/2020,334697,HR PUPPY SAMPLE,4122000894, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,309805,HEB HR CHICKEN CROCKPOT,4122001219, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,334646,HR DRY CAT GF SALMON&CHICK PEA,4122001223, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,307614,HCF CAT CAN SEAFOOD VP 24/3OZ,4122002015, 1 , 0 , 1 ,0%,$11 ,$0 
1/31/2020,307612,HCF CAT CAN SEAFOOD VP 24/5.5Z,4122002017, 1 , 0 , 1 ,0%,$9 ,$0 
1/31/2020,307608,HCF CAT FOOD CAN SALMON,4122002020, 12 , 0 , 12 ,0%,$8 ,$0 
1/31/2020,311739,HEB TEXAS PETS SUMMER SAUSAGE,4122004117, 0 , 1 ,(1),N/A,$0 ,$7 
1/31/2020,313128,HEB CHICKEN JERKY TREATS 24OZ,4122004300, 0 , 7 ,(7),N/A,$0 ,$105 
1/31/2020,694076,HEB DRY CAT KITTEN FORMULA,4122005224, 0 , 1 ,(1),N/A,$0 ,$3 
1/31/2020,22263,HEB PUDDLE BUSTERS,4122005255, 4 , 2 , 2 ,50%,$34 ,$17 
1/31/2020,496831,HEB DRY CAT GULF COAST MORSELS,4122006096, 0 , 1 ,(1),N/A,$0 ,$7 
1/31/2020,294418,HR DRY CAT GF CHICKEN&CHIC PEA,4122006351, 0 , 1 ,(1),N/A,$0 ,$18 
1/31/2020,353739,HEB PUDDLE BUSTER LAVENDER,4122007808, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,335493,HEB PUDDLE BUSTERS JUMBO,4122008240, 0 , 2 ,(2),N/A,$0 ,$38 
1/31/2020,195216,HERITAGE RANCH APPLE DOG SNCKS,4122010286, 0 , 2 ,(2),N/A,$0 ,$7 
1/31/2020,351116,HEB SMOKED PORK DRY DOG FOOD,4122011098, 1 , 0 , 1 ,0%,$10 ,$0 
1/31/2020,356803,HR DENTAL STKS APL GRN TEA,4122014299, 6 , 0 , 6 ,0%,$18 ,$0 
1/31/2020,356805,HR DENTAL STKS APPL GRN TEA,4122014301, 0 , 1 ,(1),N/A,$0 ,$7 
1/31/2020,356807,HR DENTAL STK PEPPERMNT PRSLY,4122014302, 0 , 4 ,(4),N/A,$0 ,$28 
1/31/2020,278138,HEB SENIOR FORMULA,4122017356, 0 , 2 ,(2),N/A,$0 ,$20 
1/31/2020,334664,HR DRY DOG CHICKEN SAMPLE,4122017881, 0 , 3 ,(3),N/A,$0 ,$5 
1/31/2020,20470,HEB PUDDLE BUSTERS,4122018149, 0 , 3 ,(3),N/A,$0 ,$46 
1/31/2020,579281,HEB SMALL BITES 8LB,4122018658, 4 , 0 , 4 ,0%,$22 ,$0 
1/31/2020,20322,HCF CAT POUCH STEAK & SHRIMP,4122024529, 0 , 3 ,(3),N/A,$0 ,$1 
1/31/2020,159355,HCF DOG CAN BF/CK GVP 12/13.2,4122024543, 1 , 0 , 1 ,0%,$7 ,$0 
1/31/2020,380876,HR CHICKEN & BRN RICE DRY DOG,4122024726, 1 , 0 , 1 ,0%,$45 ,$0 
1/31/2020,380879,HR GF BEEF & CHICKPEA DRY DOG,4122024754, 0 , 2 ,(2),N/A,$0 ,$36 
1/31/2020,380885,HR GF BEEF & CHICKPEA DRY DOG,4122024759, 1 , 0 , 1 ,0%,$38 ,$0 
1/31/2020,5948,HR HEALTHY WGHT TURKEY DRY DOG,4122025118, 0 , 1 ,(1),N/A,$0 ,$8 
1/31/2020,1777,HR GRAIN FREE CHICKEN DRY DOG,4122025163, 0 , 2 ,(2),N/A,$0 ,$36 
1/31/2020,4707,HR GRAIN FREE SALMON DRY DOG,4122025485, 0 , 2 ,(2),N/A,$0 ,$20 
1/31/2020,389425,HEB CHICKEN & WAFFLE FLAVOR,4122029458, 0 , 3 ,(3),N/A,$0 ,$13 
1/31/2020,9285,HR RB CKN&BRN RC DRY DOG FD,4122029879, 1 , 3 ,(2),300%,$18 ,$54 
1/31/2020,4845,HR GRAIN FREE SALMON DRY DOG,4122030815, 1 , 0 , 1 ,0%,$39 ,$0 
1/31/2020,10893,HR RB LAMB&BRN RC DRY DOG,4122039535, 0 , 1 ,(1),N/A,$0 ,$9 
1/31/2020,929985,HERITAGE RANCH BY HEB COGNITIV,4122055632, 0 , 1 ,(1),N/A,$0 ,$6 
1/31/2020,617638,HEB ODOR CNTRL UNS 20 LB BAG,4122057561, 3 , 0 , 3 ,0%,$15 ,$0 
1/31/2020,439506,HEB CLMPNG LTTR LTWGHT SCNTD,4122060905, 0 , 1 ,(1),N/A,$0 ,$10 
1/31/2020,943108,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060913, 3 , 0 , 3 ,0%,$16 ,$0 
1/31/2020,929606,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060914, 4 , 3 , 1 ,75%,$29 ,$22 
1/31/2020,661350,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060917, 3 , 1 , 2 ,33%,$16 ,$5 
1/31/2020,581208,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060918, 4 , 1 , 3 ,25%,$28 ,$7 
1/31/2020,991517,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060920, 1 , 0 , 1 ,0%,$12 ,$0 
1/31/2020,980953,HCF CAT CAN OCN WHTFSH & TUNA,4122063406, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,981043,HCF CAT CAN SALMON,4122063416, 0 , 3 ,(3),N/A,$0 ,$1 
1/31/2020,980904,HCF CAT CAN MARINERS CATCH,4122063417, 0 , 3 ,(3),N/A,$0 ,$1 
1/31/2020,278229,HEB TEXAS BBQ BRISKET DRY DOG,4122064671, 1 , 0 , 1 ,0%,$10 ,$0 
1/31/2020,278134,HEB SMALL BITES,4122065923, 2 , 0 , 2 ,0%,$18 ,$0 
1/31/2020,235310,HEB ADULT DRY DOG FOOD 50LB,4122066156, 2 , 1 , 1 ,50%,$40 ,$20 
1/31/2020,278230,HEB HEALTHY BITES ORIGINAL,4122066192, 0 , 1 ,(1),N/A,$0 ,$10 
1/31/2020,67775,HCF CAT POUCH CHICKEN & GRAVY,4122067509, 0 , 3 ,(3),N/A,$0 ,$1 
1/31/2020,67781,HCF CAT POUCH TURKEY & GIBLETS,4122067510, 0 , 3 ,(3),N/A,$0 ,$1 
1/31/2020,67783,HCF CAT POUCH TUNA,4122067512, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,60523,HCF DOG CAN CK/BEEF/LIVER,4122067528, 0 , 2 ,(2),N/A,$0 ,$2 
1/31/2020,72450,HCF CHOPPED BURGER WITH CHEESE,4122067651, 1 , 0 , 1 ,0%,$11 ,$0 
1/31/2020,7350,HR RB CKN&BRN RC DRY DOG FD,4122071568, 8 , 1 , 7 ,13%,$63 ,$8 
1/31/2020,4727,HR GRAIN FREE SALMON DRY DOG,4122071705, 0 , 1 ,(1),N/A,$0 ,$18 
1/31/2020,11033,HR RB LAMB&BRN RC DRY DOG,4122078106, 2 , 1 , 1 ,50%,$38 ,$19 
1/31/2020,979411,HEB DRY CAT GULF COAST MORSELS,4122079319, 0 , 2 ,(2),N/A,$0 ,$7 
1/31/2020,275579,HEB CAT FOOD 4 FLAVOR MORSEL,4122080141, 1 , 0 , 1 ,0%,$10 ,$0 
1/31/2020,275582,HEB CAT FD YUMMY BREAKFAST MIX,4122080288, 1 , 0 , 1 ,0%,$10 ,$0 
1/31/2020,294399,HR DRY CAT GF CHICKEN&CHIC PEA,4122080662, 4 , 0 , 4 ,0%,$40 ,$0 
1/31/2020,275593,HEB CAT FOOD INDOOR FORMULA,4122081223, 1 , 1 , 0 ,100%,$10 ,$10 
1/31/2020,334693,HR DRY DOG GF SALMON SAMPLE,4122081306, 0 , 2 ,(2),N/A,$0 ,$3 
1/31/2020,953815,HEB DOG FOOD WITH BEEF,4122083245, 0 , 2 ,(2),N/A,$0 ,$1 
1/31/2020,138245,HCF DOG BISCUIT PEANUT BUTTER,4122084049, 0 , 1 ,(1),N/A,$0 ,$2 
1/31/2020,138240,HCF DOG BISCUIT ORIGINAL LARGE,4122084713, 1 , 1 , 0 ,100%,$4 ,$4 
