Fiscal Date,Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
2/3/2020,41840,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471245, 0 , 3 ,(3),N/A,$0 ,$38 
2/3/2020,356942,IAMS HEALTHY ADULT ORIGINAL,1901471256, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,41277,IAMS HEALTHY ADULT ORIGINAL,1901471257, 0 , 1 ,(1),N/A,$0 ,$13 
2/3/2020,927218,IAMS PP PATE TUNA,1901480231, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,641574,IAMS PP PATE SALMON,1901480232, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,656783,IAMS PP PATE CHICKEN KITTEN,1901480233, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,695864,IAMS DRY CAT SNSTV DGSTN 6LB,1901480511, 0 , 1 ,(1),N/A,$0 ,$13 
2/3/2020,137484,TEMPTATIONS CREAMY DAIRY FLAV,2310000072, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,89879,TEMPTATIONS BLISSFUL CATNIP FL,2310000099, 0 , 3 ,(3),N/A,$0 ,$5 
2/3/2020,203518,PEDIGREE GROUND W/CHOPPED BEEF,2310001004, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,206562,PEDIGREE GROUND W/CHICKEN/RICE,2310001907, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,86138,CESAR PUPPY W/CHICKEN & BEEF,2310002607, 0 , 2 ,(2),N/A,$0 ,$2 
2/3/2020,601919,PDGR CHPD CK/BF & BF/BC 12CT,2310003320, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,170379,CESAR 4 FLVR VARIETY CUBE,2310010257, 0 , 1 ,(1),N/A,$0 ,$18 
2/3/2020,115743,PEDIGREE LARGE BREED,2310010281, 2 , 1 , 1 ,50%,$27 ,$14 
2/3/2020,312796,PEDIGREE DENTASTIX FRESH MED S,2310010310, 0 , 2 ,(2),N/A,$0 ,$7 
2/3/2020,157162,PEDIGREE ADLT CMPLT RSTD CKHN,2310010339, 3 , 0 , 3 ,0%,$41 ,$0 
2/3/2020,113654,PEDIGREE SMALL BREED NUTRITION,2310010364, 4 , 0 , 4 ,0%,$20 ,$0 
2/3/2020,113656,PEDIGREE PUPPY COMPLETE NUTRIT,2310010365, 0 , 1 ,(1),N/A,$0 ,$5 
2/3/2020,112071,TEMPTATIONS MIX UPS SURFERS DL,2310010396, 0 , 3 ,(3),N/A,$0 ,$9 
2/3/2020,97913,TEMPTATIONS MIX UPS BACKYARD,2310010397, 0 , 2 ,(2),N/A,$0 ,$6 
2/3/2020,97911,TEMPTATIONS MIX UPS CATNIP FEV,2310010648, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,275050,PEDIGREE ADULT COMPLETE,2310010736, 0 , 2 ,(2),N/A,$0 ,$47 
2/3/2020,169951,CSR HM DLGHTS BF STEW,2310010831, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,169949,CSR HM DLGHTS TRKY&POT,2310010832, 0 , 2 ,(2),N/A,$0 ,$2 
2/3/2020,169919,CSR HM DLGHTS CHK&VEG,2310010835, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,169893,CSR HM DLGHTS POT RST,2310010836, 0 , 2 ,(2),N/A,$0 ,$2 
2/3/2020,97894,TEMPTATIONS MIX UPS BACKYARD,2310010926, 0 , 2 ,(2),N/A,$0 ,$16 
2/3/2020,166145,SHEBA PERF PORT SINGL CKN&TUNA,2310011023, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,166219,SHEBA PERF PORT SINGL WTFH&TUN,2310011024, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,166206,SHEBA PERF PORT SINGLE BEEF,2310011025, 0 , 8 ,(8),N/A,$0 ,$5 
2/3/2020,12386,SHEBA PP MK CHICKEN TURKEY,2310011027, 2 , 0 , 2 ,0%,$17 ,$0 
2/3/2020,370191,SHEBA PP 12CT PATE SEAFO MULI,2310011028, 2 , 0 , 2 ,0%,$17 ,$0 
2/3/2020,65617,PED SMALL BREED STK & VEG,2310011035, 0 , 1 ,(1),N/A,$0 ,$14 
2/3/2020,325582,TEMPTATIONS CREAMY DAIRY FLAV,2310011080, 0 , 1 ,(1),N/A,$0 ,$8 
2/3/2020,331933,TEMPTATIONS MIX UPS CATNIP FEV,2310011081, 0 , 1 ,(1),N/A,$0 ,$8 
2/3/2020,192000,PED TGD FLT MGN SINGLE,2310011116, 0 , 2 ,(2),N/A,$0 ,$2 
2/3/2020,319666,PEDIGREE ADULT STEAK/VEG BONUS,2310011131, 2 , 1 , 1 ,50%,$27 ,$14 
2/3/2020,336525,SHEBA PP ROASTED CHICKEN,2310011416, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,336538,SHEBA PP GOURMET SALMON,2310011418, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,112110,SHEBA PP WHITEFISH & TUNA CUTS,2310011420, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,336498,SHEBA PRFT PORTIONS MULTI,2310011516, 2 , 1 , 1 ,50%,$17 ,$8 
2/3/2020,354710,CESAR DRY FLT MIGN VEG 2.7LB,2310011624, 0 , 2 ,(2),N/A,$0 ,$11 
2/3/2020,325571,TEMPTATIONS BLISSFUL CATNIP FL,2310011643, 0 , 2 ,(2),N/A,$0 ,$6 
2/3/2020,358219,PED PCH MEATY GROUND CHICKEN,2310011801, 0 , 14 ,(14),N/A,$0 ,$8 
2/3/2020,354765,PEDIGREE GRND DIN PCH VP,2310011816, 0 , 1 ,(1),N/A,$0 ,$4 
2/3/2020,111752,SHEBA PP SALMON & SHRIMP CUTS,2310011831, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,832494,SHEBA PP TUNA SHRIMP CUTS,2310011832, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,111636,SHEBA PP CHKN TUNA,2310011834, 2 , 0 , 2 ,0%,$17 ,$0 
2/3/2020,579505,CESAR GLZD HAM FLVR DCD POTATO,2310011998, 0 , 6 ,(6),N/A,$0 ,$5 
2/3/2020,111294,CESAR LE BRAISED RIB FLAVOR,2310011999, 0 , 7 ,(7),N/A,$0 ,$5 
2/3/2020,794265,CRAVE PP REAL SALMON,2310012302, 24 , 12 , 12 ,50%,$26 ,$13 
2/3/2020,170232,CESAR GFIS PRIME RIB SINGLE,2310023529, 0 , 5 ,(5),N/A,$0 ,$4 
2/3/2020,48794,CESAR NW YK STRIP/FLT MGN 12PK,2310023537, 2 , 1 , 1 ,50%,$19 ,$9 
2/3/2020,297746,PETMATE JUMBO CAT LITER SCOOP,2969529112, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,738462,NUDGES GRILLERS W/STEAK 16OZ,3140006303, 0 , 1 ,(1),N/A,$0 ,$12 
2/3/2020,365774,HARTZ DELCTBLES STW TNA&WT FSH,3270011054, 0 , 12 ,(12),N/A,$0 ,$11 
2/3/2020,320360,DELECTABLES BISQUE TUNA & CHK,3270011056, 12 , 3 , 9 ,25%,$11 ,$3 
2/3/2020,63531,A&H MULTI-CAT CLUMPING LITTER,3320002206, 2 , 0 , 2 ,0%,$16 ,$0 
2/3/2020,57545,A&H MULTICAT UNSCNTD CAT LTR,3320002207, 2 , 0 , 2 ,0%,$17 ,$0 
2/3/2020,263994,A&H DOUBLE DUTY CAT LITTER,3320002297, 1 , 1 , 0 ,100%,$11 ,$11 
2/3/2020,241280,A&H DOUBLE DUTY CAT LITTER,3320002408, 0 , 1 ,(1),N/A,$0 ,$15 
2/3/2020,683730,ARM & HAMMER LITTER DEODORIZER,3320015020, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,23929,AH CLMP SEAL LT WGT MULTI CAT,3320094187, 0 , 1 ,(1),N/A,$0 ,$12 
2/3/2020,353152,A&H SLIDE CLMPNG LTTR MULTI,3320097357, 2 , 1 , 1 ,50%,$24 ,$12 
2/3/2020,171613,BEGGIN STRIPS BACON,3810001617, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,101174,BUSY BONE SMALL/MEDIUM,3810003295, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,171615,BEGGIN STRIPS BACON & CHEESE,3810011144, 0 , 1 ,(1),N/A,$0 ,$9 
2/3/2020,313970,BUSY CHEW BEGGIN TWISTED 2PK,3810017391, 0 , 2 ,(2),N/A,$0 ,$5 
2/3/2020,266270,MOIST & MEATY BURGR W/CHZ 36CT,3810033048, 1 , 1 , 0 ,100%,$14 ,$14 
2/3/2020,37023,BEGGIN STRIPS BACON,3810049621, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,278133,HEB TEXAS SPORTING DOG FORMULA,4122000786, 1 , 0 , 1 ,0%,$10 ,$0 
2/3/2020,334697,HR PUPPY SAMPLE,4122000894, 0 , 4 ,(4),N/A,$0 ,$6 
2/3/2020,334646,HR DRY CAT GF SALMON&CHICK PEA,4122001223, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,334695,HR DRY CAT GF CHICKEN&CHIC PEA,4122001224, 0 , 2 ,(2),N/A,$0 ,$3 
2/3/2020,307618,HCF CAT POUCH POLTRY VRIETY PK,4122002014, 0 , 1 ,(1),N/A,$0 ,$4 
2/3/2020,311739,HEB TEXAS PETS SUMMER SAUSAGE,4122004117, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,313128,HEB CHICKEN JERKY TREATS 24OZ,4122004300, 0 , 1 ,(1),N/A,$0 ,$15 
2/3/2020,22263,HEB PUDDLE BUSTERS,4122005255, 4 , 1 , 3 ,25%,$34 ,$8 
2/3/2020,335493,HEB PUDDLE BUSTERS JUMBO,4122008240, 0 , 1 ,(1),N/A,$0 ,$19 
2/3/2020,13585,HCF DOG POUCH BF/CK/TK VP,4122010297, 2 , 0 , 2 ,0%,$11 ,$0 
2/3/2020,351116,HEB SMOKED PORK DRY DOG FOOD,4122011098, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,377178,HEB BACON&CHSE DRY DOG FOOD,4122011108, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,356803,HR DENTAL STKS APL GRN TEA,4122014299, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,356804,HR DENTAL STKS PEPPERMNT PRSLY,4122014300, 0 , 2 ,(2),N/A,$0 ,$6 
2/3/2020,356805,HR DENTAL STKS APPL GRN TEA,4122014301, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,356807,HR DENTAL STK PEPPERMNT PRSLY,4122014302, 4 , 0 , 4 ,0%,$28 ,$0 
2/3/2020,334664,HR DRY DOG CHICKEN SAMPLE,4122017881, 6 , 1 , 5 ,17%,$9 ,$2 
2/3/2020,334648,HR DRY DOG GF CHICKEN SAMPLE,4122018074, 0 , 6 ,(6),N/A,$0 ,$9 
2/3/2020,20470,HEB PUDDLE BUSTERS,4122018149, 0 , 2 ,(2),N/A,$0 ,$31 
2/3/2020,370229,HR JMBO BISCT GINGERBREAD,4122020983, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,159355,HCF DOG CAN BF/CK GVP 12/13.2,4122024543, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,380876,HR CHICKEN & BRN RICE DRY DOG,4122024726, 2 , 0 , 2 ,0%,$90 ,$0 
2/3/2020,380879,HR GF BEEF & CHICKPEA DRY DOG,4122024754, 0 , 1 ,(1),N/A,$0 ,$18 
2/3/2020,380885,HR GF BEEF & CHICKPEA DRY DOG,4122024759, 0 , 1 ,(1),N/A,$0 ,$38 
2/3/2020,380895,HR PUPPY FOOD DRY DOG,4122024806, 0 , 1 ,(1),N/A,$0 ,$18 
2/3/2020,906533,HEB DRY CAT ADULT COMPLETE,4122024887, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,5948,HR HEALTHY WGHT TURKEY DRY DOG,4122025118, 4 , 1 , 3 ,25%,$31 ,$8 
2/3/2020,4707,HR GRAIN FREE SALMON DRY DOG,4122025485, 4 , 0 , 4 ,0%,$40 ,$0 
2/3/2020,9285,HR RB CKN&BRN RC DRY DOG FD,4122029879, 1 , 2 ,(1),200%,$18 ,$36 
2/3/2020,583747,HERITAGE RANCH BY HEB MOBILITY,4122055629, 0 , 2 ,(2),N/A,$0 ,$12 
2/3/2020,703208,HEB CLMPNG LTTR MLTI CAT SCNTD,4122060911, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,943108,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060913, 3 , 1 , 2 ,33%,$16 ,$5 
2/3/2020,929606,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060914, 2 , 0 , 2 ,0%,$14 ,$0 
2/3/2020,661350,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060917, 0 , 1 ,(1),N/A,$0 ,$5 
2/3/2020,581208,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060918, 0 , 2 ,(2),N/A,$0 ,$14 
2/3/2020,278134,HEB SMALL BITES,4122065923, 0 , 1 ,(1),N/A,$0 ,$9 
2/3/2020,235310,HEB ADULT DRY DOG FOOD 50LB,4122066156, 3 , 0 , 3 ,0%,$60 ,$0 
2/3/2020,244418,HCF DOG CAN CHICKEN & RICE,4122068714, 12 , 0 , 12 ,0%,$7 ,$0 
2/3/2020,7350,HR RB CKN&BRN RC DRY DOG FD,4122071568, 4 , 2 , 2 ,50%,$32 ,$16 
2/3/2020,4727,HR GRAIN FREE SALMON DRY DOG,4122071705, 0 , 2 ,(2),N/A,$0 ,$36 
2/3/2020,11033,HR RB LAMB&BRN RC DRY DOG,4122078106, 1 , 0 , 1 ,0%,$19 ,$0 
2/3/2020,979411,HEB DRY CAT GULF COAST MORSELS,4122079319, 4 , 0 , 4 ,0%,$13 ,$0 
2/3/2020,294399,HR DRY CAT GF CHICKEN&CHIC PEA,4122080662, 4 , 0 , 4 ,0%,$40 ,$0 
2/3/2020,275593,HEB CAT FOOD INDOOR FORMULA,4122081223, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,334693,HR DRY DOG GF SALMON SAMPLE,4122081306, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,953815,HEB DOG FOOD WITH BEEF,4122083245, 0 , 4 ,(4),N/A,$0 ,$2 
2/3/2020,138245,HCF DOG BISCUIT PEANUT BUTTER,4122084049, 0 , 2 ,(2),N/A,$0 ,$4 
2/3/2020,195218,HERITAGE RANCH PUMPKN DOG SNCK,4122084225, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,138240,HCF DOG BISCUIT ORIGINAL LARGE,4122084713, 0 , 2 ,(2),N/A,$0 ,$8 
2/3/2020,12182,HEB BARKING STRIPS 8PK,4122084971, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,161808,HEB BARKIN STRIPS,4122084974, 0 , 3 ,(3),N/A,$0 ,$16 
2/3/2020,161594,HEB JERKY STIX,4122084987, 0 , 2 ,(2),N/A,$0 ,$4 
2/3/2020,161128,HEB PRIME CHOPS,4122084992, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,160907,HEB SMOKEY WRAPS,4122084993, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,783335,HEB PUPPY FOOD CHICKEN & BEEF,4122086167, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,558837,HEB DOG FOOD BACON & EGG,4122086171, 15 , 0 , 15 ,0%,$8 ,$0 
2/3/2020,686077,HEB DOG FOOD PORTERHOUSE,4122086175, 0 , 5 ,(5),N/A,$0 ,$3 
2/3/2020,901562,HEB DOG FOOD FILET MIGNON,4122086176, 0 , 4 ,(4),N/A,$0 ,$2 
2/3/2020,782636,HEB DOG FOOD SIRLOIN,4122086177, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,235176,HEB ADULT DRY DOG FOOD 20LB,4122087310, 1 , 2 ,(1),200%,$10 ,$21 
2/3/2020,393159,HEB PUPPY DRY DOG FOOD 8LB,4122087926, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,11956,HEB BARKIN STRIPS BACON/CHS 9P,4122093766, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,158456,HEB JERKY STIX LEAN,4122093767, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,50840,HEB CHOICE CUBES DOG TREATS,4122098143, 10 , 1 , 9 ,10%,$20 ,$2 
2/3/2020,102539,CATS PRIDE TTL ODR CNTRL SCNTD,4178847115, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,387852,FRESH STEP CAT LITTER,4460002031, 0 , 1 ,(1),N/A,$0 ,$8 
2/3/2020,152924,FR STEP MULTI CAT SCNTD LITTER,4460002049, 0 , 2 ,(2),N/A,$0 ,$19 
2/3/2020,23578,FRESH STEP LITTER CRYSTALS,4460003022, 4 , 2 , 2 ,50%,$51 ,$26 
2/3/2020,129577,FRESH STEP SCOOP CAT LITTER,4460030466, 0 , 1 ,(1),N/A,$0 ,$14 
2/3/2020,356046,FR STEP MULTI CAT SCNTD LITTER,4460031603, 0 , 1 ,(1),N/A,$0 ,$16 
2/3/2020,356073,FRESH STEP EXTREME HAWAII LITR,4460031686, 0 , 1 ,(1),N/A,$0 ,$9 
2/3/2020,953335,FANCY FEAST PURELY SLMN CHKN,5000000042, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,184150,FNCY FST FLAKED TUNA,5000000124, 0 , 3 ,(3),N/A,$0 ,$2 
2/3/2020,616125,FRISKIES LIL SOUPS SALMON,5000000133, 8 , 0 , 8 ,0%,$8 ,$0 
2/3/2020,216571,FF APPETIZER WHITE MEAT CHKN,5000000459, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,714693,FRISKIES SEAFOOD SENSATIONS,5000001547, 0 , 1 ,(1),N/A,$0 ,$4 
2/3/2020,22497,FNCY FST GRILLED CHICKEN,5000004080, 0 , 5 ,(5),N/A,$0 ,$3 
2/3/2020,113735,FNCY FST GRILLED OCN FISH/TUNA,5000010084, 0 , 10 ,(10),N/A,$0 ,$6 
2/3/2020,142858,FNCY FST GRILLED SALMON/SHRIMP,5000010206, 24 , 6 , 18 ,25%,$15 ,$4 
2/3/2020,142859,FNCY FST GRILLED CHICKEN/BEEF,5000010216, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,74948,FRISKIES SHREDS W/BEEF,5000010364, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,142857,FNCY FST GOURMET SALM/SHRIM,5000010386, 0 , 3 ,(3),N/A,$0 ,$2 
2/3/2020,66823,FRISKIES PARTY MIX MIXED GRILL,5000023795, 12 , 2 , 10 ,17%,$18 ,$3 
2/3/2020,965894,FANCY FEAST BROTHS CHKN VEG,5000029105, 16 , 0 , 16 ,0%,$17 ,$0 
2/3/2020,338101,FF BROTHS TUNA ANCHV WHTFISH,5000029109, 0 , 1 ,(1),N/A,$0 ,$1 
2/3/2020,355163,FANCY FEAST PLTRY BEEF PATE VP,5000029222, 0 , 1 ,(1),N/A,$0 ,$18 
2/3/2020,338098,FF BROTHS SALMON VEGETABLE,5000029365, 16 , 1 , 15 ,6%,$17 ,$1 
2/3/2020,815254,PUR FF PARTY MIX NATURALS TUNA,5000029436, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,9538,FRISKIES MEATY BITS W/BEEF,5000042314, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,625814,FNCY FST CHUNKY CHICKEN,5000042694, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,81067,FNCY FST CLSSC LIVER & CHICKEN,5000042904, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,80994,FNCY FST SEAFOOD CAT FOOD,5000042934, 0 , 18 ,(18),N/A,$0 ,$12 
2/3/2020,81026,FNCY FST CLSSC SALMON,5000042944, 0 , 4 ,(4),N/A,$0 ,$3 
2/3/2020,662163,FNCY FST CLSSC BEEF,5000042954, 0 , 27 ,(27),N/A,$0 ,$17 
2/3/2020,80879,FNCY FST CLSSC OCEAN FISH/TUNA,5000042964, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,377812,FRISKIES SHREDS CHICKEN/SALMON,5000044569, 0 , 2 ,(2),N/A,$0 ,$1 
2/3/2020,158752,FRISKIES CL PATE FSH MP,5000045435, 0 , 2 ,(2),N/A,$0 ,$33 
2/3/2020,357056,FANCY FEAST DRY CHCKN & TRKY,5000046300, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,356854,FRISKIES FLAKED TUNA & EGG,5000048024, 0 , 7 ,(7),N/A,$0 ,$4 
2/3/2020,605458,FANCY FEAST GRMT NATS 12CT,5000050032, 0 , 2 ,(2),N/A,$0 ,$20 
2/3/2020,154257,FF ELG MDLY SALMON FLORENTINE,5000057049, 0 , 9 ,(9),N/A,$0 ,$8 
2/3/2020,158742,FRISKIES SHREDS W/CHICKEN,5000057198, 0 , 18 ,(18),N/A,$0 ,$10 
2/3/2020,139519,FF ELG MDLY FLRNTNE VP,5000057281, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,357066,FF GOURMET GOLD FILET MIGNON,5000057283, 4 , 1 , 3 ,25%,$30 ,$7 
2/3/2020,179731,FRISKIES PARTY MIX BEACHSIDE,5000057443, 12 , 2 , 10 ,17%,$18 ,$3 
2/3/2020,19007,FF ELG MDLY CHICKEN PRIMAVERA,5000057458, 0 , 24 ,(24),N/A,$0 ,$20 
2/3/2020,79562,FF ELG MDLY SALMON PRIMAVERA,5000057490, 0 , 7 ,(7),N/A,$0 ,$6 
2/3/2020,208182,FRISKIES TREASURE CHKN GRVY LV,5000057796, 0 , 8 ,(8),N/A,$0 ,$4 
2/3/2020,261655,FRISKIES TASTY TREAS OCEANFISH,5000057797, 0 , 6 ,(6),N/A,$0 ,$3 
2/3/2020,277257,FRISKIES PRIME FILETS MF,5000057800, 1 , 0 , 1 ,0%,$13 ,$0 
2/3/2020,203243,FANCY FEAST GRAVY OCEAN WHTFSH,5000057843, 24 , 0 , 24 ,0%,$15 ,$0 
2/3/2020,208180,FANCY FEAST CHEDDAR LOVERS TNA,5000057928, 0 , 5 ,(5),N/A,$0 ,$3 
2/3/2020,208179,FANCY FEAST CHEDDAR CHKN,5000057931, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,208178,FANCY FEAST CHEDDAR LOVE TURK,5000057933, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,3948,FRISKIES SAVSHRD WTFSH SRN,5000057990, 24 , 0 , 24 ,0%,$13 ,$0 
2/3/2020,165502,ALPO COME N GET IT,5000058090, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,355173,FANCY FEAST PTRY BF GRLL VP,5000058566, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,163684,FRISKIES PARTY MIX MEOW LUAU,5000058598, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,355172,FANCY FST SEAFD GRILLD VP,5000058664, 0 , 0 , 0 ,N/A,$0 ,$0 
2/3/2020,34915,FNCY FST GRILLED TUNA,5000083612, 0 , 3 ,(3),N/A,$0 ,$2 
2/3/2020,30610,FRISKIES TREASURES CHK BACON,5000096016, 0 , 3 ,(3),N/A,$0 ,$2 
2/3/2020,314037,FRISKIES PRTY MIX CR KAHUNA,5000096304, 0 , 1 ,(1),N/A,$0 ,$8 
2/3/2020,312807,PEDIGREE DENTASTIX ORIG LARGE,5849604347, 0 , 1 ,(1),N/A,$0 ,$10 
2/3/2020,129565,TEMPTATIONS SEAFOOD MEDLEY FLV,5849628128, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,102381,TEMPTATIONS TANTALIZING TURKEY,5849670123, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,88438,TEMPTATIONS TASTY CHICKEN FLAV,5849672300, 0 , 2 ,(2),N/A,$0 ,$6 
2/3/2020,88649,TEMPTATIONS SAVORY SALMON FLAV,5849672301, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,102841,TEMPTATIONS CREAMY DAIRY FLAV,5849672303, 0 , 3 ,(3),N/A,$0 ,$5 
2/3/2020,299908,PL GOURMET CUTS BEEF & CHS,7015516622, 0 , 1 ,(1),N/A,$0 ,$5 
2/3/2020,333094,TIDY CATS 24/7 PERFORMNCE 35LB,7023001669, 1 , 0 , 1 ,0%,$15 ,$0 
2/3/2020,549968,PURINA TIDY CATS 24/7 PERF,7023010734, 3 , 0 , 3 ,0%,$19 ,$0 
2/3/2020,716688,TIDY CATS SCOOP IMMEDIATE ODOR,7023010785, 0 , 1 ,(1),N/A,$0 ,$15 
2/3/2020,170394,TIDY CATS 24/7 JUG LITTER PRFM,7023011620, 32 , 5 , 27 ,16%,$281 ,$44 
2/3/2020,843748,TIDY CATS SCOOP IMMEDIATE ODOR,7023011716, 3 , 0 , 3 ,0%,$24 ,$0 
2/3/2020,502765,TIDY CATS SCOOP PERF SCOOPING,7023011720, 34 , 3 , 31 ,9%,$299 ,$27 
2/3/2020,182048,TIDY CATS GLADE,7023015345, 2 , 2 , 0 ,100%,$18 ,$18 
2/3/2020,266762,TIDYCAT LIGHTWEIGHT LITTER,7023015366, 0 , 1 ,(1),N/A,$0 ,$12 
2/3/2020,333332,TIDY CATS LT WGHT GLADE LITTER,7023016761, 0 , 4 ,(4),N/A,$0 ,$50 
2/3/2020,359235,RRN INDOOR COMPLETE DRY CAT FD,7119000360, 0 , 1 ,(1),N/A,$0 ,$7 
2/3/2020,92046,RR NUTRISH - CHICKEN,7119000600, 2 , 0 , 2 ,0%,$33 ,$0 
2/3/2020,835121,RRN CHKN & VEG DOG FD,7119000601, 0 , 2 ,(2),N/A,$0 ,$16 
2/3/2020,659478,RRN ZERO GRAIN TURKEY & POTATO,7119000684, 0 , 1 ,(1),N/A,$0 ,$11 
2/3/2020,24842,RR NUTRISH DOG VARIETY PACK,7119000786, 0 , 2 ,(2),N/A,$0 ,$22 
2/3/2020,299478,ADVANCE 14CT TRAINING PADS,7648418814, 0 , 1 ,(1),N/A,$0 ,$5 
2/3/2020,125712,CCO BEEF FLAVOR,7910050154, 0 , 1 ,(1),N/A,$0 ,$4 
2/3/2020,125696,CCO BACON FLAVOR,7910050155, 6 , 0 , 6 ,0%,$22 ,$0 
2/3/2020,479500,MILK BONE MINI FLAV SNKS,7910050856, 0 , 3 ,(3),N/A,$0 ,$9 
2/3/2020,214573,PUPPERONI BEEF DOG SNKS 5.6OZ,7910051021, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,263906,CANINE CARRY OUTS BEEF FLAVOR,7910051254, 12 , 2 , 10 ,17%,$12 ,$2 
2/3/2020,729888,MILK BONE MED BISCUITS,7910051352, 0 , 1 ,(1),N/A,$0 ,$2 
2/3/2020,250873,CANINE CARRY OUTS BACON SNACKS,7910051786, 10 , 0 , 10 ,0%,$10 ,$0 
2/3/2020,136965,PUPPERONI TRAINING TREATS,7910052089, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,130790,PUPPERONI STEAK GRILL PR FLVR,7910052837, 0 , 1 ,(1),N/A,$0 ,$9 
2/3/2020,321522,PUPPERONI FILET & BACON,7910053301, 0 , 1 ,(1),N/A,$0 ,$3 
2/3/2020,340834,9LIVES SEAFOOD PLTRY VRTY,7910053377, 0 , 1 ,(1),N/A,$0 ,$8 
2/3/2020,148580,PUP-PERONI BEEF,7910058371, 4 , 0 , 4 ,0%,$36 ,$0 
2/3/2020,623557,MKB BRSH CHEWS MINI BONES,7910078555, 0 , 2 ,(2),N/A,$0 ,$7 
