Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
307617,HCF CAT POUCH SEAFD VARIETY PK,4122002013, 2 , 4 ,(2),200%,$9 ,$17 
307618,HCF CAT POUCH POLTRY VRIETY PK,4122002014, 2 , 2 , 0 ,100%,$9 ,$9 
307614,HCF CAT CAN SEAFOOD VP 24/3OZ,4122002015, 1 , 0 , 1 ,0%,$11 ,$0 
307612,HCF CAT CAN SEAFOOD VP 24/5.5Z,4122002017, 1 , 0 , 1 ,0%,$9 ,$0 
307608,HCF CAT FOOD CAN SALMON,4122002020, 12 , 3 , 9 ,25%,$8 ,$2 
311737,HEB TEXAS PETS MINI BURGER,4122004115, 0 , 2 ,(2),N/A,$0 ,$14 
311739,HEB TEXAS PETS SUMMER SAUSAGE,4122004117, 0 , 4 ,(4),N/A,$0 ,$28 
313128,HEB CHICKEN JERKY TREATS 24OZ,4122004300, 0 , 36 ,(36),N/A,$0 ,$540 
307322,HCF CAT CAN WHITEFISH & TUNA,4122005158, 0 , 2 ,(2),N/A,$0 ,$1 
284083,HCF CAT CAN LIVER & CHICKEN,4122005164, 0 , 2 ,(2),N/A,$0 ,$1 
694076,HEB DRY CAT KITTEN FORMULA,4122005224, 4 , 3 , 1 ,75%,$13 ,$10 
560194,HEB DRY CAT KITTEN FORMULA,4122005225, 0 , 1 ,(1),N/A,$0 ,$6 
22263,HEB PUDDLE BUSTERS,4122005255, 8 , 8 , 0 ,100%,$68 ,$68 
496831,HEB DRY CAT GULF COAST MORSELS,4122006096, 0 , 1 ,(1),N/A,$0 ,$7 
294418,HR DRY CAT GF CHICKEN&CHIC PEA,4122006351, 0 , 3 ,(3),N/A,$0 ,$54 
353739,HEB PUDDLE BUSTER LAVENDER,4122007808, 64 , 3 , 61 ,5%,$543 ,$25 
335493,HEB PUDDLE BUSTERS JUMBO,4122008240, 4 , 4 , 0 ,100%,$76 ,$76 
195216,HERITAGE RANCH APPLE DOG SNCKS,4122010286, 40 , 10 , 30 ,25%,$139 ,$35 
13585,HCF DOG POUCH BF/CK/TK VP,4122010297, 2 , 2 , 0 ,100%,$11 ,$11 
3602,HR GRAIN FREE CHICKEN DRY DOG,4122010455, 8 , 6 , 2 ,75%,$80 ,$60 
351116,HEB SMOKED PORK DRY DOG FOOD,4122011098, 1 , 1 , 0 ,100%,$10 ,$10 
377178,HEB BACON&CHSE DRY DOG FOOD,4122011108, 0 , 3 ,(3),N/A,$0 ,$30 
356803,HR DENTAL STKS APL GRN TEA,4122014299, 12 , 8 , 4 ,67%,$36 ,$24 
356804,HR DENTAL STKS PEPPERMNT PRSLY,4122014300, 12 , 10 , 2 ,83%,$36 ,$30 
356805,HR DENTAL STKS APPL GRN TEA,4122014301, 4 , 5 ,(1),125%,$28 ,$35 
356807,HR DENTAL STK PEPPERMNT PRSLY,4122014302, 12 , 13 ,(1),108%,$84 ,$91 
278235,HEB HEALTHY BITES WGHT MGMT,4122017053, 1 , 1 , 0 ,100%,$10 ,$10 
278138,HEB SENIOR FORMULA,4122017356, 3 , 3 , 0 ,100%,$30 ,$30 
334664,HR DRY DOG CHICKEN SAMPLE,4122017881, 6 , 10 ,(4),167%,$9 ,$15 
334648,HR DRY DOG GF CHICKEN SAMPLE,4122018074, 6 , 11 ,(5),183%,$9 ,$17 
20470,HEB PUDDLE BUSTERS,4122018149, 32 , 14 , 18 ,44%,$496 ,$217 
762314,HEB DRY CAT INDOOR FORMULA,4122018365, 0 , 2 ,(2),N/A,$0 ,$7 
579281,HEB SMALL BITES 8LB,4122018658, 4 , 1 , 3 ,25%,$22 ,$5 
370226,HR JUMBO BISCUITS PUMPKIN CIN,4122020980, 0 , 4 ,(4),N/A,$0 ,$4 
370229,HR JMBO BISCT GINGERBREAD,4122020983, 0 , 3 ,(3),N/A,$0 ,$3 
20322,HCF CAT POUCH STEAK & SHRIMP,4122024529, 24 , 7 , 17 ,29%,$9 ,$3 
159374,HCF DOG POUCH FILET MIGNON,4122024542, 0 , 2 ,(2),N/A,$0 ,$1 
159355,HCF DOG CAN BF/CK GVP 12/13.2,4122024543, 2 , 2 , 0 ,100%,$14 ,$14 
456684,HEB DRY CAT 4 FLAVOR MORSEL,4122024560, 0 , 1 ,(1),N/A,$0 ,$3 
380876,HR CHICKEN & BRN RICE DRY DOG,4122024726, 6 , 5 , 1 ,83%,$270 ,$225 
380879,HR GF BEEF & CHICKPEA DRY DOG,4122024754, 4 , 5 ,(1),125%,$72 ,$89 
380885,HR GF BEEF & CHICKPEA DRY DOG,4122024759, 3 , 2 , 1 ,67%,$114 ,$76 
380888,HR GF BEEF & CHICKPEA DRY DOG,4122024768, 1 , 1 , 0 ,100%,$48 ,$48 
380892,HR LAMB & BRN RICE DRY DOG,4122024792, 2 , 2 , 0 ,100%,$90 ,$90 
380895,HR PUPPY FOOD DRY DOG,4122024806, 6 , 4 , 2 ,67%,$107 ,$72 
906533,HEB DRY CAT ADULT COMPLETE,4122024887, 0 , 2 ,(2),N/A,$0 ,$14 
5948,HR HEALTHY WGHT TURKEY DRY DOG,4122025118, 4 , 5 ,(1),125%,$31 ,$39 
1777,HR GRAIN FREE CHICKEN DRY DOG,4122025163, 6 , 3 , 3 ,50%,$107 ,$54 
2139,HR GRAIN FREE CHICKEN DRY DOG,4122025368, 0 , 3 ,(3),N/A,$0 ,$114 
4707,HR GRAIN FREE SALMON DRY DOG,4122025485, 12 , 11 , 1 ,92%,$120 ,$110 
389425,HEB CHICKEN & WAFFLE FLAVOR,4122029458, 6 , 7 ,(1),117%,$27 ,$31 
9285,HR RB CKN&BRN RC DRY DOG FD,4122029879, 13 , 13 , 0 ,100%,$232 ,$233 
4845,HR GRAIN FREE SALMON DRY DOG,4122030815, 2 , 2 , 0 ,100%,$78 ,$78 
359298,HCF CHOPPED BURGER,4122033186, 0 , 1 ,(1),N/A,$0 ,$4 
355615,HCF CHOPPED BURGER WITH CHEESE,4122033187, 0 , 2 ,(2),N/A,$0 ,$7 
538368,HEB BBQ BRISKET FLAVOUR STRIP,4122037915, 6 , 5 , 1 ,83%,$27 ,$22 
10893,HR RB LAMB&BRN RC DRY DOG,4122039535, 4 , 3 , 1 ,75%,$36 ,$27 
583747,HERITAGE RANCH BY HEB MOBILITY,4122055629, 6 , 7 ,(1),117%,$36 ,$42 
929985,HERITAGE RANCH BY HEB COGNITIV,4122055632, 6 , 4 , 2 ,67%,$36 ,$24 
480778,HERITAGE RANCH BY HEB ANTIOXID,4122055634, 0 , 2 ,(2),N/A,$0 ,$12 
617638,HEB ODOR CNTRL UNS 20 LB BAG,4122057561, 4 , 2 , 2 ,50%,$20 ,$10 
278231,HEB TEXAS BBQ BRISKET DRY DOG,4122058664, 0 , 1 ,(1),N/A,$0 ,$18 
802875,HCF NON-CLUMPING UNSCENTED,4122060122, 0 , 4 ,(4),N/A,$0 ,$6 
439506,HEB CLMPNG LTTR LTWGHT SCNTD,4122060905, 2 , 4 ,(2),200%,$20 ,$40 
607574,HEB CLMPNG LTTR MLTI CAT SCNTD,4122060908, 2 , 3 ,(1),150%,$9 ,$13 
703208,HEB CLMPNG LTTR MLTI CAT SCNTD,4122060911, 2 , 3 ,(1),150%,$14 ,$22 
943108,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060913, 12 , 11 , 1 ,92%,$63 ,$58 
929606,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060914, 10 , 7 , 3 ,70%,$72 ,$51 
734106,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060915, 1 , 1 , 0 ,100%,$12 ,$12 
661350,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060917, 9 , 6 , 3 ,67%,$48 ,$32 
581208,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060918, 10 , 9 , 1 ,90%,$70 ,$63 
991517,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060920, 2 , 0 , 2 ,0%,$24 ,$0 
980771,HCF CAT CAN CHICKEN,4122063405, 0 , 5 ,(5),N/A,$0 ,$2 
980953,HCF CAT CAN OCN WHTFSH & TUNA,4122063406, 0 , 4 ,(4),N/A,$0 ,$2 
980888,HCF CAT CAN LIVER & BACON,4122063408, 0 , 7 ,(7),N/A,$0 ,$3 
981613,HCF CAT CAN TURKEY & GIBLETS,4122063409, 0 , 0 , 0 ,N/A,$0 ,$0 
981043,HCF CAT CAN SALMON,4122063416, 0 , 9 ,(9),N/A,$0 ,$4 
980904,HCF CAT CAN MARINERS CATCH,4122063417, 0 , 6 ,(6),N/A,$0 ,$2 
278229,HEB TEXAS BBQ BRISKET DRY DOG,4122064671, 5 , 3 , 2 ,60%,$50 ,$30 
70232,HCF DOG POUCH CTST/FLM/L&R VP,4122064915, 2 , 1 , 1 ,50%,$11 ,$6 
70167,HCF DOG CAN CK/L&R - 12/13.2,4122064916, 1 , 1 , 0 ,100%,$7 ,$7 
278134,HEB SMALL BITES,4122065923, 4 , 3 , 1 ,75%,$36 ,$27 
235310,HEB ADULT DRY DOG FOOD 50LB,4122066156, 8 , 6 , 2 ,75%,$159 ,$120 
278230,HEB HEALTHY BITES ORIGINAL,4122066192, 1 , 1 , 0 ,100%,$10 ,$10 
67775,HCF CAT POUCH CHICKEN & GRAVY,4122067509, 0 , 12 ,(12),N/A,$0 ,$4 
67781,HCF CAT POUCH TURKEY & GIBLETS,4122067510, 0 , 7 ,(7),N/A,$0 ,$3 
67783,HCF CAT POUCH TUNA,4122067512, 0 , 5 ,(5),N/A,$0 ,$2 
67762,HCF DOG POUCH BEEF & GRAVY,4122067517, 0 , 2 ,(2),N/A,$0 ,$1 
67766,HCF DOG POUCH TURKEY & GRAVY,4122067519, 0 , 4 ,(4),N/A,$0 ,$2 
60570,HCF DOG CAN TURKEY & BACON,4122067521, 0 , 1 ,(1),N/A,$0 ,$1 
60528,HCF DOG CAN LAMB & RICE,4122067527, 0 , 6 ,(6),N/A,$0 ,$3 
60523,HCF DOG CAN CK/BEEF/LIVER,4122067528, 0 , 3 ,(3),N/A,$0 ,$3 
72450,HCF CHOPPED BURGER WITH CHEESE,4122067651, 2 , 0 , 2 ,0%,$22 ,$0 
318089,HCF DOG CAN CHICKEN CUTS,4122068708, 0 , 6 ,(6),N/A,$0 ,$3 
244418,HCF DOG CAN CHICKEN & RICE,4122068714, 12 , 4 , 8 ,33%,$7 ,$2 
290221,HCF DOG CAN CHICKEN CUTS,4122068715, 0 , 2 ,(2),N/A,$0 ,$2 
7350,HR RB CKN&BRN RC DRY DOG FD,4122071568, 20 , 13 , 7 ,65%,$158 ,$102 
4727,HR GRAIN FREE SALMON DRY DOG,4122071705, 8 , 9 ,(1),113%,$143 ,$161 
11033,HR RB LAMB&BRN RC DRY DOG,4122078106, 7 , 8 ,(1),114%,$133 ,$152 
550660,HEB DRY CAT YUMMY BREAKFAST,4122078873, 4 , 1 , 3 ,25%,$24 ,$6 
278131,HEB TEXAS SPORTING DOG FORMULA,4122079201, 1 , 1 , 0 ,100%,$18 ,$18 
979411,HEB DRY CAT GULF COAST MORSELS,4122079319, 4 , 3 , 1 ,75%,$13 ,$10 
294403,HR DRY CAT GF SALMON&CHICK PEA,4122079427, 0 , 5 ,(5),N/A,$0 ,$50 
671246,HEB DRY CAT INDOOR FORMULA,4122079489, 4 , 4 , 0 ,100%,$28 ,$28 
747958,HEB DRY CAT ADULT COMPLETE,4122079630, 0 , 1 ,(1),N/A,$0 ,$3 
275579,HEB CAT FOOD 4 FLAVOR MORSEL,4122080141, 1 , 0 , 1 ,0%,$10 ,$0 
275582,HEB CAT FD YUMMY BREAKFAST MIX,4122080288, 1 , 0 , 1 ,0%,$10 ,$0 
505952,HEB DRY CAT YUMMY BREAKFAST,4122080292, 4 , 1 , 3 ,25%,$13 ,$3 
974528,HEB DRY CAT 4 FLAVOR MORSEL,4122080296, 0 , 1 ,(1),N/A,$0 ,$7 
294399,HR DRY CAT GF CHICKEN&CHIC PEA,4122080662, 8 , 3 , 5 ,38%,$80 ,$30 
275593,HEB CAT FOOD INDOOR FORMULA,4122081223, 3 , 2 , 1 ,67%,$30 ,$20 
334693,HR DRY DOG GF SALMON SAMPLE,4122081306, 6 , 15 ,(9),250%,$9 ,$23 
275587,HEB CAT FOOD SMOKEHOUSE MORSEL,4122082029, 4 , 1 , 3 ,25%,$16 ,$4 
953815,HEB DOG FOOD WITH BEEF,4122083245, 30 , 26 , 4 ,87%,$15 ,$13 
680467,HEB TP CHICKEN & SIRLOIN VP,4122083502, 5 , 5 , 0 ,100%,$30 ,$30 
138245,HCF DOG BISCUIT PEANUT BUTTER,4122084049, 6 , 8 ,(2),133%,$12 ,$16 
195218,HERITAGE RANCH PUMPKN DOG SNCK,4122084225, 8 , 11 ,(3),138%,$28 ,$38 
138240,HCF DOG BISCUIT ORIGINAL LARGE,4122084713, 8 , 8 , 0 ,100%,$30 ,$30 
12182,HEB BARKING STRIPS 8PK,4122084971, 8 , 10 ,(2),125%,$16 ,$20 
161808,HEB BARKIN STRIPS,4122084974, 8 , 14 ,(6),175%,$44 ,$77 
161625,HEB BARKIN STRIPS BACON/CHEESE,4122084983, 0 , 3 ,(3),N/A,$0 ,$13 
161594,HEB JERKY STIX,4122084987, 10 , 10 , 0 ,100%,$20 ,$20 
161546,HEB JERKY STIX,4122084989, 8 , 7 , 1 ,88%,$63 ,$55 
161128,HEB PRIME CHOPS,4122084992, 10 , 7 , 3 ,70%,$20 ,$15 
160907,HEB SMOKEY WRAPS,4122084993, 0 , 6 ,(6),N/A,$0 ,$12 
220901,HEB CAT TREATS - OCEANFISH,4122084996, 0 , 1 ,(1),N/A,$0 ,$1 
220903,HEB CAT TREATS - TUNA,4122084998, 0 , 4 ,(4),N/A,$0 ,$5 
235320,HEB PUPPY DRY DOG FOOD 15.5LB,4122085339, 3 , 3 , 0 ,100%,$22 ,$22 
783335,HEB PUPPY FOOD CHICKEN & BEEF,4122086167, 0 , 4 ,(4),N/A,$0 ,$2 
558837,HEB DOG FOOD BACON & EGG,4122086171, 15 , 15 , 0 ,100%,$8 ,$8 
522648,HEB DOG FOOD CHICKEN & LIVER,4122086174, 0 , 1 ,(1),N/A,$0 ,$1 
686077,HEB DOG FOOD PORTERHOUSE,4122086175, 0 , 23 ,(23),N/A,$0 ,$12 
901562,HEB DOG FOOD FILET MIGNON,4122086176, 30 , 42 ,(12),140%,$15 ,$21 
782636,HEB DOG FOOD SIRLOIN,4122086177, 0 , 12 ,(12),N/A,$0 ,$6 
294401,HR GRAIN FREE KITTEN DRY CAT,4122086192, 4 , 1 , 3 ,25%,$40 ,$10 
697113,HEB TP FILET MIGNON PORTER VP,4122086218, 5 , 7 ,(2),140%,$30 ,$42 
573921,HERITAGE RANCH GF PUPPY,4122086225, 4 , 2 , 2 ,50%,$40 ,$20 
446706,HERITAGE RANCH LID DUCK,4122086236, 0 , 2 ,(2),N/A,$0 ,$26 
515930,HERITAGE RANCH LID DUCK,4122086237, 4 , 4 , 0 ,100%,$84 ,$84 
454758,HERITAGE RANCH SMALL BREED,4122086238, 0 , 2 ,(2),N/A,$0 ,$18 
754306,HERITAGE RANCH SENIOR SALMON,4122086252, 3 , 3 , 0 ,100%,$60 ,$60 
235176,HEB ADULT DRY DOG FOOD 20LB,4122087310, 9 , 8 , 1 ,89%,$94 ,$84 
793766,HEB HR SALMON LAMB VP,4122087892, 1 , 0 , 1 ,0%,$5 ,$0 
393159,HEB PUPPY DRY DOG FOOD 8LB,4122087926, 4 , 1 , 3 ,25%,$18 ,$5 
654714,HEB HR TURKEY SWEET POTATO,4122088065, 12 , 0 , 12 ,0%,$12 ,$0 
223083,HCF CAT CAN SHREDDED CHICKEN,4122088214, 0 , 3 ,(3),N/A,$0 ,$1 
223082,HCF CAT CAN SHREDDED CK/SAL,4122088215, 0 , 2 ,(2),N/A,$0 ,$1 
223084,HCF CAT CAN SHREDDED TK&CHZ,4122088216, 0 , 2 ,(2),N/A,$0 ,$1 
223073,HCF CAT POUCH ROTISSERIE CHKN,4122088221, 0 , 12 ,(12),N/A,$0 ,$4 
223070,HCF CAT POUCH CRAB & TUNA,4122088222, 0 , 5 ,(5),N/A,$0 ,$2 
223124,HCF DOG POUCH GRILLED CHICKEN,4122088672, 0 , 5 ,(5),N/A,$0 ,$3 
223119,HCF DOG POUCH GRILLED BEEF,4122088673, 0 , 2 ,(2),N/A,$0 ,$1 
223092,HCF DOG CAN FILET MIGNON,4122088679, 0 , 6 ,(6),N/A,$0 ,$6 
223091,"HCF DOG CAN TURKEY, RICE & VEG",4122088680, 0 , 2 ,(2),N/A,$0 ,$2 
11956,HEB BARKIN STRIPS BACON/CHS 9P,4122093766, 8 , 3 , 5 ,38%,$16 ,$6 
158456,HEB JERKY STIX LEAN,4122093767, 0 , 6 ,(6),N/A,$0 ,$12 
844768,HEB HR HEALTHY WEIGHT,4122095848, 12 , 0 , 12 ,0%,$12 ,$0 
787038,HEB HR 95% CHICKEN,4122096313, 12 , 0 , 12 ,0%,$12 ,$0 
669144,HEB HR 95% BEEF & CHICKEN,4122096903, 12 , 0 , 12 ,0%,$12 ,$0 
738614,HEB HR PUPPY CHICKEN RICE,4122096936, 12 , 0 , 12 ,0%,$12 ,$0 
108983,HCF BITE SIZE DRY DOG FOOD,4122097154, 1 , 1 , 0 ,100%,$8 ,$8 
114518,HCF CHEWY CHUNKS & KIBBLE,4122097178, 0 , 1 ,(1),N/A,$0 ,$8 
50840,HEB CHOICE CUBES DOG TREATS,4122098143, 10 , 6 , 4 ,60%,$20 ,$12 
921419,HEB HR FISH & SWEET POTATO,4122099346, 12 , 0 , 12 ,0%,$12 ,$0 
846450,JONNY CAT LINERS JUMBO BOX,4133400154, 6 , 7 ,(1),117%,$16 ,$19 
63405,JONNY CAT HVY DTY LINER JUMBO,4133400157, 6 , 3 , 3 ,50%,$23 ,$11 
627548,CATS PRIDE BAKING SODA UNSC,4178801325, 4 , 2 , 2 ,50%,$31 ,$16 
180429,CAT'S PRIDE KAT KIT,4178801605, 5 , 4 , 1 ,80%,$15 ,$12 
102539,CATS PRIDE TTL ODR CNTRL SCNTD,4178847115, 0 , 1 ,(1),N/A,$0 ,$7 
387852,FRESH STEP CAT LITTER,4460002031, 1 , 1 , 0 ,100%,$8 ,$8 
152924,FR STEP MULTI CAT SCNTD LITTER,4460002049, 6 , 5 , 1 ,83%,$57 ,$48 
23578,FRESH STEP LITTER CRYSTALS,4460003022, 12 , 11 , 1 ,92%,$153 ,$140 
129577,FRESH STEP SCOOP CAT LITTER,4460030466, 4 , 3 , 1 ,75%,$58 ,$43 
241279,FR STEP MULTI CAT SCENTED LITR,4460030468, 3 , 6 ,(3),200%,$43 ,$87 
226274,FR STEP EXTREM ODOR CNTRL SCP,4460030623, 2 , 3 ,(1),150%,$29 ,$43 
101851,FR STEP LTWEIGHT XTRM SCNT LTR,4460031156, 1 , 1 , 0 ,100%,$12 ,$12 
356046,FR STEP MULTI CAT SCNTD LITTER,4460031603, 1 , 1 , 0 ,100%,$16 ,$16 
356070,FR STEP EXTREME ODOR CNTRL LIT,4460031604, 9 , 8 , 1 ,89%,$145 ,$129 
356073,FRESH STEP EXTREME HAWAII LITR,4460031686, 0 , 5 ,(5),N/A,$0 ,$44 
838017,FR STEP CLN PAWS TRIPLE ACTION,4460031874, 2 , 2 , 0 ,100%,$26 ,$26 
953335,FANCY FEAST PURELY SLMN CHKN,5000000042, 0 , 5 ,(5),N/A,$0 ,$6 
184150,FNCY FST FLAKED TUNA,5000000124, 0 , 9 ,(9),N/A,$0 ,$6 
746166,FANCY FEAST APTZR OCNFSH SHRMP,5000000128, 0 , 4 ,(4),N/A,$0 ,$4 
580007,FANCY FEAST APPTZR SKPJCK TUNA,5000000129, 0 , 3 ,(3),N/A,$0 ,$3 
616125,FRISKIES LIL SOUPS SALMON,5000000133, 8 , 15 ,(7),188%,$8 ,$14 
531174,FRISKIES LIL SOUPS SHRIMP,5000000135, 0 , 15 ,(15),N/A,$0 ,$14 
216589,FF APPETIZ TENDER TONGOL TUNA,5000000452, 0 , 4 ,(4),N/A,$0 ,$4 
216571,FF APPETIZER WHITE MEAT CHKN,5000000459, 0 , 3 ,(3),N/A,$0 ,$3 
353891,PURINA BELLA MEAL CHICKN&BACON,5000000485, 0 , 6 ,(6),N/A,$0 ,$4 
10575,PURINA BELLA MEAL FILET MIGNON,5000000486, 0 , 1 ,(1),N/A,$0 ,$1 
73876,PURINA BELLA MEAL PRTHSE STEAK,5000000487, 0 , 1 ,(1),N/A,$0 ,$1 
353886,PURINA BELLA MEAL TURKEY,5000000491, 0 , 2 ,(2),N/A,$0 ,$1 
356863,FRISKIES INDOOR 4X6.3LB,5000001481, 0 , 2 ,(2),N/A,$0 ,$15 
714693,FRISKIES SEAFOOD SENSATIONS,5000001547, 4 , 7 ,(3),175%,$16 ,$28 
356866,FRISKIES SEAFOOD SENS 4X6.3,5000001874, 0 , 1 ,(1),N/A,$0 ,$7 
22495,FNCY FST GRILLED TURKEY,5000004060, 0 , 16 ,(16),N/A,$0 ,$10 
22497,FNCY FST GRILLED CHICKEN,5000004080, 48 , 25 , 23 ,52%,$31 ,$16 
457356,FRISKIES GRLS BLND,5000008450, 4 , 5 ,(1),125%,$16 ,$20 
113735,FNCY FST GRILLED OCN FISH/TUNA,5000010084, 24 , 55 ,(31),229%,$15 ,$35 
113741,FNCY FST GRILLED LIVER&CHK,5000010086, 0 , 9 ,(9),N/A,$0 ,$6 
142858,FNCY FST GRILLED SALMON/SHRIMP,5000010206, 24 , 64 ,(40),267%,$15 ,$41 
142859,FNCY FST GRILLED CHICKEN/BEEF,5000010216, 24 , 32 ,(8),133%,$15 ,$20 
74948,FRISKIES SHREDS W/BEEF,5000010364, 24 , 17 , 7 ,71%,$13 ,$9 
142857,FNCY FST GOURMET SALM/SHRIM,5000010386, 48 , 38 , 10 ,79%,$31 ,$24 
113709,FRSKS PRIME FILET OCN FSH/TUNA,5000017016, 24 , 21 , 3 ,88%,$13 ,$11 
113707,FRISKIES PRIME FILET CHK & GRY,5000017018, 0 , 12 ,(12),N/A,$0 ,$6 
877665,FANCY FEAST GRMT NTRL OCN FISH,5000017155, 4 , 1 , 3 ,25%,$33 ,$8 
490943,FRISKIES PARTY MIX LOBSTER,5000017179, 0 , 10 ,(10),N/A,$0 ,$15 
701999,FRISKIES PARTY MIX CHCKN WAFFL,5000017183, 0 , 3 ,(3),N/A,$0 ,$5 
965307,FRISKIES SHREDS 40CT,5000017227, 1 , 0 , 1 ,0%,$20 ,$0 
22829,FRISKIES MEATY BITS MP,5000019811, 0 , 1 ,(1),N/A,$0 ,$13 
8885,FNCY FST CLSC SEAFOOD MP,5000021562, 4 , 1 , 3 ,25%,$30 ,$8 
661900,FRISKIES PRIME FILET TURKEY,5000022522, 0 , 14 ,(14),N/A,$0 ,$8 
66823,FRISKIES PARTY MIX MIXED GRILL,5000023795, 12 , 4 , 8 ,33%,$18 ,$6 
965894,FANCY FEAST BROTHS CHKN VEG,5000029105, 16 , 2 , 14 ,13%,$17 ,$2 
338101,FF BROTHS TUNA ANCHV WHTFISH,5000029109, 0 , 8 ,(8),N/A,$0 ,$8 
355165,FANCY FEAST GRVY L0VER PB VP,5000029211, 8 , 7 , 1 ,88%,$148 ,$129 
355163,FANCY FEAST PLTRY BEEF PATE VP,5000029222, 8 , 6 , 2 ,75%,$148 ,$111 
277253,FRISKIES PATE POULTRY FAV,5000029257, 4 , 2 , 2 ,50%,$67 ,$33 
338106,FF BROTHS MACKEREL CRM VEG,5000029342, 0 , 7 ,(7),N/A,$0 ,$7 
338098,FF BROTHS SALMON VEGETABLE,5000029365, 16 , 9 , 7 ,56%,$17 ,$10 
815254,PUR FF PARTY MIX NATURALS TUNA,5000029436, 10 , 10 , 0 ,100%,$15 ,$15 
749171,FRISKIES TASTY TREASURES CANS,5000029451, 2 , 2 , 0 ,100%,$25 ,$25 
277254,FRISKIES MEATY BITS VP,5000029507, 4 , 2 , 2 ,50%,$26 ,$13 
37794,FNCY FST CHICKEN MP,5000037034, 1 , 1 , 0 ,100%,$15 ,$15 
394577,FRISKIES LIVER & CHCKN DINNER,5000042044, 0 , 18 ,(18),N/A,$0 ,$10 
81372,FRISKIES CAT FOOD MIXED GRILL,5000042154, 0 , 8 ,(8),N/A,$0 ,$4 
81380,FRISKIES CAT FOOD TURKY/GIBLET,5000042184, 0 , 6 ,(6),N/A,$0 ,$3 
9538,FRISKIES MEATY BITS W/BEEF,5000042314, 0 , 4 ,(4),N/A,$0 ,$2 
625814,FNCY FST CHUNKY CHICKEN,5000042694, 0 , 12 ,(12),N/A,$0 ,$8 
22012,FNCY FST FLAKED FISH & SHRMP,5000042874, 0 , 11 ,(11),N/A,$0 ,$7 
81067,FNCY FST CLSSC LIVER & CHICKEN,5000042904, 24 , 20 , 4 ,83%,$15 ,$13 
80994,FNCY FST SEAFOOD CAT FOOD,5000042934, 24 , 32 ,(8),133%,$15 ,$21 
81026,FNCY FST CLSSC SALMON,5000042944, 24 , 55 ,(31),229%,$15 ,$35 
662163,FNCY FST CLSSC BEEF,5000042954, 72 , 47 , 25 ,65%,$46 ,$30 
80879,FNCY FST CLSSC OCEAN FISH/TUNA,5000042964, 0 , 5 ,(5),N/A,$0 ,$3 
377812,FRISKIES SHREDS CHICKEN/SALMON,5000044569, 0 , 13 ,(13),N/A,$0 ,$7 
158752,FRISKIES CL PATE FSH MP,5000045435, 3 , 3 , 0 ,100%,$50 ,$50 
357056,FANCY FEAST DRY CHCKN & TRKY,5000046300, 8 , 5 , 3 ,63%,$59 ,$37 
356854,FRISKIES FLAKED TUNA & EGG,5000048024, 24 , 21 , 3 ,88%,$13 ,$11 
605458,FANCY FEAST GRMT NATS 12CT,5000050032, 0 , 3 ,(3),N/A,$0 ,$30 
846534,FANCY FEAST GOURM NATS 12CT,5000050035, 0 , 2 ,(2),N/A,$0 ,$20 
923492,FRISKIES PARTY MIX ORIG 30OZ,5000050041, 0 , 1 ,(1),N/A,$0 ,$12 
616770,FRISKIES PARTY MIX CHICKN 30OZ,5000050045, 0 , 1 ,(1),N/A,$0 ,$12 
34914,FNCY FST GRILLED SALMON,5000050389, 0 , 20 ,(20),N/A,$0 ,$13 
419597,FANCY FEAST SEAFOOD VP 36CT,5000051420, 2 , 2 , 0 ,100%,$44 ,$44 
154257,FF ELG MDLY SALMON FLORENTINE,5000057049, 48 , 32 , 16 ,67%,$40 ,$27 
158742,FRISKIES SHREDS W/CHICKEN,5000057198, 24 , 31 ,(7),129%,$13 ,$17 
158743,FRISKIES SHREDS W/SALMON,5000057201, 24 , 15 , 9 ,63%,$13 ,$8 
158729,FNCY FST GRILLED BEEF & LIVER,5000057225, 0 , 11 ,(11),N/A,$0 ,$7 
139519,FF ELG MDLY FLRNTNE VP,5000057281, 6 , 0 , 6 ,0%,$60 ,$0 
357066,FF GOURMET GOLD FILET MIGNON,5000057283, 12 , 7 , 5 ,58%,$89 ,$52 
179731,FRISKIES PARTY MIX BEACHSIDE,5000057443, 22 , 7 , 15 ,32%,$33 ,$11 
19007,FF ELG MDLY CHICKEN PRIMAVERA,5000057458, 48 , 54 ,(6),113%,$40 ,$45 
79562,FF ELG MDLY SALMON PRIMAVERA,5000057490, 48 , 49 ,(1),102%,$40 ,$41 
261656,FRISKIES TASTY TREAS CHKN TUNA,5000057795, 0 , 23 ,(23),N/A,$0 ,$12 
208182,FRISKIES TREASURE CHKN GRVY LV,5000057796, 24 , 15 , 9 ,63%,$13 ,$8 
261655,FRISKIES TASTY TREAS OCEANFISH,5000057797, 24 , 28 ,(4),117%,$13 ,$15 
208183,FRISKIES TREASURES TURK & CHSE,5000057798, 0 , 2 ,(2),N/A,$0 ,$1 
