Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
323166,SHEBA MEATY STICKS SALMON,2310011782, 180 , 183 ,(3),102%,$270 ,$275 
358219,PED PCH MEATY GROUND CHICKEN,2310011801, 448 , 438 , 10 ,98%,$242 ,$237 
354785,PED PCH BEEF BCN CHS 1CT,2310011802, 336 , 344 ,(8),102%,$181 ,$186 
354761,PEDIGREE CHOICE CUTS VP,2310011813, 60 , 60 , 0 ,100%,$257 ,$258 
354765,PEDIGREE GRND DIN PCH VP,2310011816, 74 , 71 , 3 ,96%,$317 ,$305 
111752,SHEBA PP SALMON & SHRIMP CUTS,2310011831, 240 , 216 , 24 ,90%,$154 ,$139 
832494,SHEBA PP TUNA SHRIMP CUTS,2310011832, 480 , 449 , 31 ,94%,$307 ,$288 
111661,SHEBA PP CHKN TRKY CUTS,2310011833, 78 , 75 , 3 ,96%,$702 ,$682 
111636,SHEBA PP CHKN TUNA,2310011834, 58 , 60 ,(2),103%,$519 ,$537 
355117,PEDIGREE POUCH VP CHK BF CASS,2310011837, 104 , 99 , 5 ,95%,$922 ,$880 
354794,PED PCH FILET MGN GRVY,2310011900, 224 , 202 , 22 ,90%,$121 ,$109 
579505,CESAR GLZD HAM FLVR DCD POTATO,2310011998, 144 , 148 ,(4),103%,$112 ,$116 
111294,CESAR LE BRAISED RIB FLAVOR,2310011999, 192 , 199 ,(7),104%,$150 ,$155 
354720,CESAR CLASSICS MIXED 36CT,2310012177, 16 , 16 , 0 ,100%,$440 ,$440 
524344,CRAVE PP REAL CHICKEN,2310012301, 48 , 61 ,(13),127%,$52 ,$66 
794265,CRAVE PP REAL SALMON,2310012302, 120 , 132 ,(12),110%,$131 ,$144 
585955,CRAVE PP TURKEY & SALMON,2310012308, 18 , 17 , 1 ,94%,$234 ,$221 
858686,CRAVE DRY CAT CHICKEN ADULT,2310012337, 9 , 3 , 6 ,33%,$117 ,$39 
882153,CRAVE DRY CAT SLMN OCN FISH,2310012339, 9 , 1 , 8 ,11%,$117 ,$13 
729065,PEDIGREE HIGH PROT BEEF & LAMB,2310013506, 12 , 0 , 12 ,0%,$15 ,$0 
828060,PEDIGREE HIGH PROT VARIETY PK,2310013507, 2 , 0 , 2 ,0%,$30 ,$0 
170232,CESAR GFIS PRIME RIB SINGLE,2310023529, 264 , 243 , 21 ,92%,$206 ,$190 
48794,CESAR NW YK STRIP/FLT MGN 12PK,2310023537, 60 , 62 ,(2),103%,$556 ,$576 
312792,PEDIGREE DENTASTIX MINI SM BOX,2310027789, 63 , 58 , 5 ,92%,$219 ,$202 
123840,PEDIGREE SMALL BREED CHICKEN,2310029161, 40 , 45 ,(5),113%,$542 ,$604 
95921,TEMPTATIONS TEMPTING TUNA FLAV,2310032784, 108 , 104 , 4 ,96%,$162 ,$156 
55791,CESAR SUNRISE STEAK & EGG FLVR,2310033581, 336 , 343 ,(7),102%,$262 ,$270 
312804,PEDIGREE DENTASTIX MED MED BOX,2310039606, 56 , 57 ,(1),102%,$405 ,$413 
