Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
357090,ALPO SNAPS VARIETY PK DOG TRTS,1113200392, 240 , 237 , 3 ,99%,$638 ,$631 
336347,ALPO PRIME CUTS W/ BEEF,1113212556, 86 , 84 , 2 ,98%,$412 ,$400 
59442,ALPO CHOPHOUSE T-BNE STK GRAVY,1113213597, 468 , 490 ,(22),105%,$365 ,$382 
164820,ALPO PRIME CUTS,1113214544, 64 , 63 , 1 ,98%,$511 ,$504 
298380,ONE CAT HAIRBALL FORMULA,1780001260, 44 , 45 ,(1),102%,$505 ,$517 
324374,ONE PRPSFL NTRTN HAIRBALL FRML,1780001262, 16 , 15 , 1 ,94%,$368 ,$345 
357071,ONE CAT HAIRBALL FORMULA,1780001263, 36 , 37 ,(1),103%,$282 ,$291 
972604,ONE CAT URINARY TRACT HEALTH,1780001278, 7 , 8 ,(1),114%,$161 ,$184 
357088,ONE CAT SENIOR FORUMLA,1780001885, 48 , 53 ,(5),110%,$376 ,$416 
47449,WSKR LCKN CRNCH LVRS CKN/SEAFD,1780002063, 168 , 167 , 1 ,99%,$408 ,$406 
86159,ONE CAT SENSITIVE SYSTEMS,1780003198, 76 , 77 ,(1),101%,$872 ,$886 
101134,ONE CAT HAIRBALL & WT FORMULA,1780003386, 124 , 125 ,(1),101%,"$1,424 ","$1,438 "
428349,BENEFUL HEALTY PPY 4X3.5,1780010163, 52 , 53 ,(1),102%,$288 ,$294 
142851,BENEFUL PM SIMMERD BEEF ENTREE,1780010963, 232 , 233 ,(1),100%,$387 ,$389 
142850,BENEFUL PM SIMMERD CHKN MEDLEY,1780010964, 152 , 159 ,(7),105%,$254 ,$266 
142853,BENEFUL PM BEEF STEW,1780010965, 248 , 250 ,(2),101%,$414 ,$418 
142848,BENEFUL PM RICE & LAMB STEW,1780010967, 192 , 196 ,(4),102%,$321 ,$327 
743873,PPY CHOW LIT BITES 4X4,1780011030, 44 , 42 , 2 ,95%,$200 ,$191 
804084,CAT CHOW NATURALS,1780011322, 140 , 143 ,(3),102%,$767 ,$782 
170603,ONE WHOLESME BEEF & BRWN RICE,1780012592, 156 , 163 ,(7),104%,$228 ,$238 
170581,ONE WHOLESME CHKN & BRWN RICE,1780012596, 156 , 164 ,(8),105%,$228 ,$240 
170582,PUR ONE SB PUP LAMB RICE,1780012599, 60 , 62 ,(2),103%,$88 ,$91 
170584,PUR ONE SB ADULT TURKEY BARLEY,1780012604, 276 , 284 ,(8),103%,$403 ,$415 
47914,BENEFUL PM CHICKEN STEW,1780012861, 208 , 206 , 2 ,99%,$347 ,$345 
133990,KIT N KABOODLE,1780013043, 98 , 92 , 6 ,94%,$978 ,$918 
755143,BENEFUL HEALTHY WEIGHT 4X3.5,1780013465, 108 , 109 ,(1),101%,$598 ,$605 
535931,BENEFUL ORIG BF 4X3.5,1780013483, 136 , 132 , 4 ,97%,$753 ,$732 
653978,BENEFUL INC BF 4X3.5,1780013640, 188 , 179 , 9 ,95%,"$1,042 ",$992 
871664,ONE WET DOG BEEF & GRAVY,1780014309, 480 , 488 ,(8),102%,$701 ,$714 
18220,PUR ONE SB HEALTHY WEIGHT LAMB,1780014311, 360 , 370 ,(10),103%,$526 ,$541 
18112,ONE WET DOG CHICKEN & GRAVY,1780014314, 420 , 423 ,(3),101%,$613 ,$619 
176001,CAT CHOW NATURALS,1780014500, 59 , 58 , 1 ,98%,$884 ,$870 
67433,PURINA ONE CAT BEEF PATE,1780014595, 216 , 194 , 22 ,90%,$190 ,$171 
68059,PURINA ONE CAT CHICKEN PATE,1780014597, 240 , 263 ,(23),110%,$211 ,$232 
69529,PURINA ONE CAT CHICKEN CUTS,1780014602, 288 , 314 ,(26),109%,$253 ,$276 
236946,PURINA ONE OCEAN WHTFSH PATE,1780014604, 264 , 262 , 2 ,99%,$232 ,$231 
236943,PURINA ONE SVRY TRKY BRSD GRVY,1780014607, 144 , 172 ,(28),119%,$127 ,$151 
69645,PURINA ONE TUNA CUTS,1780014609, 240 , 263 ,(23),110%,$211 ,$232 
69232,PURINA ONE CAT TRKY/GBLTS PATE,1780014613, 240 , 239 , 1 ,100%,$211 ,$210 
237137,DOG CHOW HEALTHY MORSELS,1780014905, 71 , 5 , 66 ,7%,$861 ,$60 
237218,DOG CHOW LITTLE BITES INDOOR,1780014909, 33 , 32 , 1 ,97%,$395 ,$383 
237071,PUPPY CHOW HEALTHY MORSELS,1780014911, 52 , 1 , 51 ,2%,$620 ,$12 
8146,ONE SMTBLND DOG HLTHY WGHT FRM,1780014920, 64 , 63 , 1 ,98%,"$1,399 ","$1,376 "
6647,ONE SMRTBLND SML BTS BF & RC,1780014929, 133 , 129 , 4 ,97%,"$2,906 ","$2,822 "
19472,ONE SMTBLD VIB MAT 7+ SNR DOG,1780014932, 52 , 52 , 0 ,100%,"$1,137 ","$1,140 "
4881,ONE SMTBLND DOG CHKN RC FRMLA,1780014937, 202 , 197 , 5 ,98%,"$4,415 ","$4,315 "
2371,ONE SMRTBLND DOG LMB RC FRMLA,1780014940, 127 , 126 , 1 ,99%,"$2,776 ","$2,762 "
356860,CAT CHOW COMPLETE 4X6.3LB,1780015012, 92 , 93 ,(1),101%,$826 ,$830 
787569,CAT CHOW COMPLETE,1780015014, 84 , 88 ,(4),105%,$460 ,$482 
356861,CAT CHOW INDOOR 4X6.3,1780015016, 104 , 112 ,(8),108%,$934 ,"$1,011 "
489053,CAT CHOW INDOOR,1780015018, 112 , 112 , 0 ,100%,$614 ,$616 
583212,KITTEN CHOW,1780015020, 104 , 103 , 1 ,99%,$570 ,$562 
78391,ONE SMARTBLEND SALMON RECIPE,1780015123, 168 , 167 , 1 ,99%,$148 ,$147 
238490,DOG CHOW COMPLETE,1780015210, 152 , 150 , 2 ,99%,"$1,818 ","$1,795 "
184609,PURINA ONE TR INSTINCT TUR VEN,1780015452, 160 , 156 , 4 ,98%,"$3,497 ","$3,416 "
381385,ONE TRUE INSTNCT TURKY VENISON,1780015456, 184 , 174 , 10 ,95%,"$2,340 ","$2,207 "
53945,BENEFUL CHOPPED BLNDS CHICKEN,1780015496, 184 , 186 ,(2),101%,$307 ,$311 
193995,BENEFUL CHOPPED LAMB 10OZ,1780015498, 160 , 160 , 0 ,100%,$267 ,$267 
176553,BENEFUL MEDLEY SAMPLER,1780015512, 118 , 114 , 4 ,97%,$925 ,$901 
354943,BENEFUL MEDLEYS,1780015513, 46 , 44 , 2 ,96%,$776 ,$743 
112700,ONE PAIRING CHICKEN TURKEY,1780015829, 96 , 101 ,(5),105%,$84 ,$89 
90911,ONE PAIRINGS SALMON & TROUT,1780015831, 168 , 164 , 4 ,98%,$148 ,$144 
200293,BENEFUL CHPD BLENDS BEEF,1780015947, 160 , 154 , 6 ,96%,$314 ,$302 
199946,BENEFUL CHPD BLENDS CHICKEN,1780015949, 208 , 203 , 5 ,98%,$408 ,$398 
357055,BEYOND CAT FD SALMON BRWN RICE,1780016362, 76 , 79 ,(3),104%,$682 ,$709 
357041,BEYOND IN GRAVY CHKN BF,1780016381, 108 , 128 ,(20),119%,$123 ,$146 
357054,BEYOND CAT FD WHTISH & EGG,1780016385, 40 , 39 , 1 ,98%,$410 ,$398 
90866,BEYOND PATE TROUT AND CATFISH,1780016389, 84 , 78 , 6 ,93%,$96 ,$89 
357062,BEYOND PATE GRN FR SLMN,1780016403, 216 , 217 ,(1),100%,$246 ,$247 
357060,BEYOND IN GRCY TRKY SPIN,1780016407, 144 , 144 , 0 ,100%,$164 ,$164 
5815,BENEFUL BAKED DELIGHTS HUGS,1780016540, 96 , 96 , 0 ,100%,$256 ,$256 
5855,BENEFUL BAKED DELIGHT SNACKERS,1780016542, 230 , 225 , 5 ,98%,$614 ,$601 
346295,ONE PUR SMRTBLND VARITY DOG FD,1780016715, 24 , 24 , 0 ,100%,$205 ,$189 
529241,PUR ONE DRY LAMB&RICE DOG FD,1780016746, 29 , 28 , 1 ,97%,"$1,246 ","$1,203 "
384082,BEYOND SIMPL ORGN CHKN PEA,1780016912, 48 , 56 ,(8),117%,$102 ,$119 
176321,BENEFUL CHOPPED BLENDS CHICKEN,1780016960, 144 , 137 , 7 ,95%,$240 ,$229 
176307,BENEFUL CHOPPED BLENDS SALMON,1780016962, 208 , 193 , 15 ,93%,$361 ,$323 
176337,BENEFUL CHOPPED BLENDS TURKEY,1780016966, 144 , 157 ,(13),109%,$240 ,$263 
172171,BEYOND GF BEEF AND POTATO,1780017025, 132 , 127 , 5 ,96%,$259 ,$249 
381242,BEYOND CHCKN CRRT PEA GRND ENT,1780017027, 12 , 30 ,(18),250%,$29 ,$65 
205896,BEYOND GRN FR CHK EGG CAT FOOD,1780017069, 40 , 44 ,(4),110%,$410 ,$451 
676357,CAT CHOW NATURALS INDOOR,1780017156, 220 , 215 , 5 ,98%,"$1,206 ","$1,181 "
573413,CAT CHOW NATURALS INDOOR,1780017162, 15 , 13 , 2 ,87%,$225 ,$195 
384083,BEYOND GRNFR CHKN SWT POTATO,1780017186, 108 , 110 ,(2),102%,$212 ,$216 
478541,BENEFUL INC CHK 4X3.5,1780017203, 124 , 115 , 9 ,93%,$687 ,$637 
205790,ONE TI GRAIN FREE CHICKEN,1780017251, 50 , 49 , 1 ,98%,"$1,093 ","$1,072 "
205650,WHISKER LICKIN CRUNCHY TUNA,1780017260, 110 , 113 ,(3),103%,$103 ,$106 
516262,DENTALIFE DAILY LARGE 20.7OZ,1780017413, 124 , 121 , 3 ,98%,"$1,142 ","$1,080 "
313982,DENTALIFE SMALL/MEDIUM 25CT,1780017418, 128 , 123 , 5 ,96%,"$1,142 ","$1,097 "
992864,BEYOND SML DOG CHKN BRLY,1780017618, 48 , 49 ,(1),102%,$460 ,$469 
786324,PUR ONE CHICKEN&RICE DOG FD,1780017868, 29 , 26 , 3 ,90%,"$1,246 ","$1,117 "
684123,PUR ONE HEALTHY WGHT 40LB,1780017933, 21 , 19 , 2 ,90%,$903 ,$817 
670667,PUR ONE LARGE BREED ADULT,1780017934, 35 , 32 , 3 ,91%,"$1,504 ","$1,379 "
575328,CAT CHOW NATURALS GRN FR CHKN,1780017955, 44 , 42 , 2 ,95%,$528 ,$504 
549375,KITTEN CHOW NATURALS,1780018171, 44 , 44 , 0 ,100%,$440 ,$443 
985241,BEYOND GF MSC ALASKAN COD 3OZ,1780018274, 156 , 160 ,(4),103%,$248 ,$254 
811632,DENTALIFE ACTIVFRESH LRG 7.2OZ,1780018282, 85 , 85 , 0 ,100%,$467 ,$467 
996342,BEYOND POULTRY 12CT. VP,1780018321, 24 , 20 , 4 ,83%,$336 ,$280 
943219,PURINA ONE WET CAT VIB MATURTY,1780018423, 72 , 62 , 10 ,86%,$71 ,$61 
986990,PURINA ONE WET HEALHTY KITTEN,1780018425, 180 , 184 ,(4),102%,$178 ,$182 
908829,PURINA ONE WET CAT UTH BF 30Z,1780018430, 264 , 257 , 7 ,97%,$261 ,$254 
425696,BENEFUL ORIGINALS W/BEEF 14LB,1780018440, 220 , 215 , 5 ,98%,"$2,952 ","$2,893 "
702255,BENEFUL HEALTHY WGHT CHICKEN,1780018444, 181 , 180 , 1 ,99%,"$2,428 ","$2,420 "
456607,BENEFUL ORIGINALS WITH SALMON,1780018447, 75 , 86 ,(11),115%,"$1,006 ","$1,155 "
654286,BENEFUL ORIGINALS CHICKEN,1780018450, 100 , 96 , 4 ,96%,"$1,342 ","$1,289 "
992525,BENEFUL HLTHY PUPPY W/CHICKEN,1780018451, 48 , 46 , 2 ,96%,$644 ,$617 
973334,BENEFUL INCREDIBITES W/BEEF,1780018456, 104 , 105 ,(1),101%,"$1,395 ","$1,413 "
656721,CAT CHOW INDOOR,1780018499, 88 , 89 ,(1),101%,"$1,230 ","$1,247 "
781748,DOG CHOW COMPLETE ADULT CHICK,1780018548, 103 , 102 , 1 ,99%,"$2,367 ","$2,347 "
357069,ONE KITTEN FORMULA,1780035088, 76 , 78 ,(2),103%,$596 ,$612 
926540,PUPPY CHOW TNDR & CRNCHY 4X4.4,1780040976, 36 , 34 , 2 ,94%,$166 ,$157 
15824,DOG CHOW COMPLETE BALANCED,1780041027, 60 , 60 , 0 ,100%,$272 ,$273 
315242,ONE CAT SALMON & TUNA,1780043119, 23 , 22 , 1 ,96%,$529 ,$506 
71401,ONE DOG SMLL BTS BF & RC FRML,1780046404, 124 , 120 , 4 ,97%,$977 ,$947 
348047,ONE CAT SALMON & RICE,1780047474, 100 , 104 ,(4),104%,$784 ,$818 
298216,ONE CAT SALMON & TUNA,1780047490, 104 , 100 , 4 ,96%,"$1,194 ","$1,149 "
315076,ONE DOG CHICKEN & RICE FORMULA,1780047568, 260 , 260 , 0 ,100%,"$3,211 ","$3,217 "
357072,ONE CAT URINARY TRACT HEALTH,1780054917, 40 , 42 ,(2),105%,$314 ,$330 
298729,ONE CAT URINARY TRACT HEALTH,1780054920, 44 , 39 , 5 ,89%,$505 ,$448 
595001,PUR ONE SB HEALTHY PUPPY,1780057008, 52 , 49 , 3 ,94%,$415 ,$392 
321955,PURINA ONE HEALTHY PUPPY CHICK,1780057011, 112 , 112 , 0 ,100%,"$1,430 ","$1,427 "
626499,ONE CAT CHICKEN & RICE FORMULA,1780057192, 27 , 29 ,(2),107%,$620 ,$667 
315072,ONE DOG LAMB & RICE FORMULA,1780057312, 208 , 206 , 2 ,99%,"$2,569 ","$2,550 "
127409,IAMS DOG GROUND W/CHKN & RICE,1901401329, 120 , 106 , 14 ,88%,$154 ,$136 
52646,IAMS DOG CHUNK BEEF/VG IN GRVY,1901402520, 228 , 231 ,(3),101%,$292 ,$296 
173852,IAMS DOG WEIGHT CONTROL,1901461089, 53 , 54 ,(1),102%,"$1,032 ","$1,055 "
173525,IAMS DOG MINICHUNKS,1901461090, 103 , 100 , 3 ,97%,"$2,006 ","$1,948 "
159325,IAMS LARGE BREED PUPPY,1901461094, 44 , 44 , 0 ,100%,$857 ,$861 
171697,IAMS DOG LARGE BREED,1901461097, 111 , 109 , 2 ,98%,"$2,162 ","$2,127 "
134467,IAMS ADULT HAIRBALL CARE,1901461191, 4 , 4 , 0 ,100%,$92 ,$92 
172820,IAMS DOG MATURE ADULT,1901461206, 80 , 77 , 3 ,96%,"$1,558 ","$1,504 "
111577,IAMS POH MATURE ADLT,1901470068, 16 , 17 ,(1),106%,$510 ,$510 
156085,IAMS PROACTIVE MINICHUNKS,1901470071, 91 , 91 , 0 ,100%,"$2,728 ","$2,737 "
155296,IAMS DOG LARGE BREED,1901470072, 68 , 66 , 2 ,97%,"$2,039 ","$1,979 "
297446,IAMS PUPPY LARGE BREED 30.6LB,1901470073, 35 , 34 , 1 ,97%,"$1,049 ","$1,020 "
87287,IAMS PUPPY ORIG BIG 15LB,1901470420, 19 , 19 , 0 ,100%,$370 ,$371 
275006,IAMS DOG WET LAMB & RICE MLTPK,1901470707, 30 , 28 , 2 ,93%,$230 ,$215 
290893,IAMS DOG MINICHUNKS,1901471108, 144 , 137 , 7 ,95%,"$1,572 ","$1,499 "
290915,IAMS PUPPY ORIGINAL BONUS,1901471110, 64 , 59 , 5 ,92%,$699 ,$647 
290852,IAMS DOG WEIGHT CONTROL,1901471112, 36 , 37 ,(1),103%,$393 ,$405 
323156,IAMS HEALTHY ADULT ORIG W CHKN,1901471226, 11 , 11 , 0 ,100%,$253 ,$253 
134871,IAMS INDOOR WEIGHT/HAIRBALL,1901471229, 34 , 33 , 1 ,97%,$781 ,$759 
356849,IAMS ADULT CAT FOOD HAIRBALL,1901471238, 56 , 59 ,(3),105%,$418 ,$441 
40580,IAMS CAT FOOD HAIRBALL CARE,1901471243, 36 , 35 , 1 ,97%,$453 ,$443 
41840,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471245, 132 , 129 , 3 ,98%,"$1,659 ","$1,623 "
356847,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471246, 180 , 183 ,(3),102%,"$1,345 ","$1,369 "
356853,IAMS KITTEN FOOD,1901471249, 112 , 113 ,(1),101%,$837 ,$845 
356942,IAMS HEALTHY ADULT ORIGINAL,1901471256, 96 , 100 ,(4),104%,$717 ,$748 
41277,IAMS HEALTHY ADULT ORIGINAL,1901471257, 56 , 59 ,(3),105%,$704 ,$743 
356850,IAMS LIVELY SENIOR CAT FOOD,1901471261, 40 , 42 ,(2),105%,$299 ,$314 
384302,IAMS PAH BEEF CHICKEN,1901480085, 8 , 8 , 0 ,100%,$133 ,$133 
111466,IAMS POH ORAL CARE,1901480137, 0 , 1 ,(1),N/A,$0 ,$7 
682923,IAMS PROACTIVE HEALTH HIGH PRO,1901480217, 28 , 30 ,(2),107%,$217 ,$232 
933107,IAMS PROACTIVE HEALTH HIGH PRO,1901480218, 20 , 18 , 2 ,90%,$269 ,$242 
927218,IAMS PP PATE TUNA,1901480231, 192 , 203 ,(11),106%,$186 ,$196 
641574,IAMS PP PATE SALMON,1901480232, 432 , 423 , 9 ,98%,$402 ,$398 
656783,IAMS PP PATE CHICKEN KITTEN,1901480233, 528 , 521 , 7 ,99%,$491 ,$485 
779840,IAMS PP CHICK & TUNA TWIN PACK,1901480236, 34 , 29 , 5 ,85%,$373 ,$319 
465326,IAMS PP ADLT CKN CUTS IN GRAVY,1901480261, 96 , 70 , 26 ,73%,$89 ,$65 
875857,IAMS PP INDR SMN CUTS IN GRAVY,1901480264, 120 , 49 , 71 ,41%,$112 ,$46 
821879,IAMS LAMB AND RICE,1901480331, 48 , 49 ,(1),102%,$935 ,$955 
637417,IAMS LAMB AND RICE,1901480334, 22 , 21 , 1 ,95%,$660 ,$630 
956642,IAMS SMALL/TOY BREED,1901480344, 108 , 109 ,(1),101%,"$1,179 ","$1,193 "
888170,IAMS DRY CAT ADLT SLMN TN 3.5L,1901480411, 24 , 21 , 3 ,88%,$186 ,$163 
566923,IAMS ADLT SLMN & TN 7LB,1901480412, 8 , 6 , 2 ,75%,$108 ,$81 
483668,IAMS DRY CAT SNSTV DGSTN 3LB,1901480510, 12 , 11 , 1 ,92%,$93 ,$85 
695864,IAMS DRY CAT SNSTV DGSTN 6LB,1901480511, 16 , 14 , 2 ,88%,$215 ,$188 
300313,PA ESBILAC PUPPY MILK REPLACER,2027999502, 12 , 9 , 3 ,75%,$66 ,$49 
137484,TEMPTATIONS CREAMY DAIRY FLAV,2310000072, 70 , 62 , 8 ,89%,$251 ,$195 
89879,TEMPTATIONS BLISSFUL CATNIP FL,2310000099, 156 , 153 , 3 ,98%,$234 ,$230 
88828,TEMPTATIONS MIX UPS BACKYARD,2310000157, 72 , 69 , 3 ,96%,$108 ,$104 
87450,TEMPTATIONS MIX UPS SURFERS DL,2310000158, 60 , 72 ,(12),120%,$90 ,$108 
203518,PEDIGREE GROUND W/CHOPPED BEEF,2310001004, 180 , 171 , 9 ,95%,$151 ,$145 
191244,PEDIGREE GROUND W/BF/CHSD,2310001017, 144 , 140 , 4 ,97%,$121 ,$118 
12936,PEDIGREE GROUND W/BF/BCN/CHS,2310001018, 108 , 126 ,(18),117%,$145 ,$169 
170374,PED. TGD W CHP CKN SING,2310001076, 144 , 153 ,(9),106%,$193 ,$205 
12939,PEDIGREE COMBO W/CHKN-BF-LIVER,2310001078, 96 , 96 , 0 ,100%,$129 ,$129 
195608,PEDIGREE GROUND W/TURKEY/BACON,2310001108, 168 , 175 ,(7),104%,$141 ,$148 
194579,PEDIGREE PPY GRAND W/CHKN/BEEF,2310001301, 36 , 42 ,(6),117%,$30 ,$35 
42614,CESAR W/BEEF,2310001401, 48 , 71 ,(23),148%,$37 ,$55 
9676,CESAR SELECT W/TURKEY,2310001407, 216 , 213 , 3 ,99%,$168 ,$166 
742908,CESAR W/CHICKEN & VEAL,2310001411, 144 , 117 , 27 ,81%,$112 ,$91 
210095,PEDIGREE CHOICE CUTS W/BEEF,2310001527, 324 , 316 , 8 ,98%,$272 ,$266 
986760,PEDIGREE CHOICE CUTS W/BEEF,2310001530, 120 , 122 ,(2),102%,$161 ,$163 
492371,PEDIGREE PUPPY CMPLT NUTRITION,2310001538, 72 , 72 , 0 ,100%,$975 ,$980 
13791,CESAR FILET MIGNON FLAVOR,2310001779, 264 , 288 ,(24),109%,$206 ,$225 
206562,PEDIGREE GROUND W/CHICKEN/RICE,2310001907, 252 , 253 ,(1),100%,$212 ,$215 
312794,PEDIGREE DENTASTIX LRG SM BOX,2310002347, 21 , 21 , 0 ,100%,$73 ,$73 
15370,CESAR PORTERHOUSE STEAK FLAVOR,2310002451, 240 , 224 , 16 ,93%,$187 ,$175 
54920,CESAR GRILLED CHICKEN FLAVOR,2310002452, 456 , 448 , 8 ,98%,$356 ,$350 
86138,CESAR PUPPY W/CHICKEN & BEEF,2310002607, 240 , 246 ,(6),103%,$187 ,$192 
601919,PDGR CHPD CK/BF & BF/BC 12CT,2310003320, 65 , 62 , 3 ,95%,$633 ,$605 
36126,PEDIGREE BEEF VARIETY 12PK CAN,2310003321, 84 , 83 , 1 ,99%,$818 ,$810 
11649,CESAR TOP SIRLOIN FLAVOR,2310005672, 168 , 150 , 18 ,89%,$131 ,$117 
72444,TEMPTATIONS HAIRBLL CONTRL CHK,2310008541, 120 , 114 , 6 ,95%,$180 ,$171 
236992,TEMPTATIONS MIX UPS CATNIP FEV,2310010155, 96 , 102 ,(6),106%,$144 ,$153 
312799,PEDIGREE DENTASTIX MIN MED BOX,2310010224, 48 , 45 , 3 ,94%,$348 ,$326 
170379,CESAR 4 FLVR VARIETY CUBE,2310010257, 46 , 43 , 3 ,93%,$850 ,$795 
171102,CESAR SAVRY DELGHTS FM BCN&PT,2310010266, 192 , 207 ,(15),108%,$150 ,$162 
172537,CESAR SAVORY DEL RT CHKN FLV,2310010269, 384 , 403 ,(19),105%,$300 ,$314 
173265,CESAR SAVORY DLGHTS HM&EGG,2310010270, 312 , 302 , 10 ,97%,$243 ,$236 
115743,PEDIGREE LARGE BREED,2310010281, 68 , 67 , 1 ,99%,$921 ,$903 
312798,PEDIGREE DENTASTIX BEEF SM BOX,2310010306, 42 , 42 , 0 ,100%,$146 ,$146 
312796,PEDIGREE DENTASTIX FRESH MED S,2310010310, 70 , 75 ,(5),107%,$243 ,$260 
312806,PEDIGREE DENTASTIX FRESH LARGE,2310010312, 132 , 136 ,(4),103%,"$1,383 ","$1,426 "
231384,CESAR SOFTIES FILET MIGNON FLA,2310010327, 96 , 97 ,(1),101%,$344 ,$347 
231379,CESAR SOFTIES MEDLEY TRIO,2310010329, 88 , 94 ,(6),107%,$315 ,$337 
157162,PEDIGREE ADLT CMPLT RSTD CKHN,2310010339, 81 , 75 , 6 ,93%,"$1,097 ","$1,016 "
113654,PEDIGREE SMALL BREED NUTRITION,2310010364, 88 , 89 ,(1),101%,$433 ,$438 
113656,PEDIGREE PUPPY COMPLETE NUTRIT,2310010365, 52 , 54 ,(2),104%,$256 ,$266 
112071,TEMPTATIONS MIX UPS SURFERS DL,2310010396, 120 , 119 , 1 ,99%,$377 ,$374 
97913,TEMPTATIONS MIX UPS BACKYARD,2310010397, 150 , 148 , 2 ,99%,$471 ,$465 
170237,CESAR SD ANGUS BEEF SINGLE,2310010515, 264 , 259 , 5 ,98%,$206 ,$202 
325574,TEMPTATIONS TEMPTING TUNA FLAV,2310010517, 60 , 56 , 4 ,93%,$188 ,$176 
97911,TEMPTATIONS MIX UPS CATNIP FEV,2310010648, 110 , 108 , 2 ,98%,$345 ,$339 
260826,CESAR BREAKFAST & DINNER MEALS,2310010652, 36 , 35 , 1 ,97%,$333 ,$325 
275050,PEDIGREE ADULT COMPLETE,2310010736, 110 , 104 , 6 ,95%,"$2,528 ","$2,393 "
267883,TEMPTATIONS TASTY CHICKEN FLAV,2310010755, 96 , 91 , 5 ,95%,$791 ,$751 
169951,CSR HM DLGHTS BF STEW,2310010831, 192 , 202 ,(10),105%,$150 ,$158 
169949,CSR HM DLGHTS TRKY&POT,2310010832, 264 , 242 , 22 ,92%,$206 ,$189 
169919,CSR HM DLGHTS CHK&VEG,2310010835, 240 , 232 , 8 ,97%,$187 ,$181 
169893,CSR HM DLGHTS POT RST,2310010836, 144 , 161 ,(17),112%,$112 ,$126 
169315,CSR HM DLGHTS BF/CN SNGL,2310010881, 22 , 21 , 1 ,95%,$204 ,$194 
97897,TEMPTATIONS MIX UPS SURFERS DL,2310010925, 116 , 117 ,(1),101%,$956 ,$965 
97894,TEMPTATIONS MIX UPS BACKYARD,2310010926, 68 , 69 ,(1),101%,$560 ,$570 
165963,SHEBA PERF PORT SINGLE SEAFOOD,2310011019, 456 , 480 ,(24),105%,$292 ,$308 
165966,SHEBA PERF PORT SINGLE CHICKEN,2310011020, 360 , 382 ,(22),106%,$230 ,$245 
166199,SHEBA PERF PORT SINGLE SALMON,2310011021, 432 , 411 , 21 ,95%,$276 ,$264 
166153,SHEBA PERF PORT SINGL CKN-LIVR,2310011022, 360 , 347 , 13 ,96%,$230 ,$222 
166145,SHEBA PERF PORT SINGL CKN&TUNA,2310011023, 408 , 405 , 3 ,99%,$261 ,$259 
166219,SHEBA PERF PORT SINGL WTFH&TUN,2310011024, 360 , 351 , 9 ,98%,$230 ,$225 
166206,SHEBA PERF PORT SINGLE BEEF,2310011025, 360 , 371 ,(11),103%,$230 ,$238 
12386,SHEBA PP MK CHICKEN TURKEY,2310011027, 60 , 60 , 0 ,100%,$542 ,$544 
370191,SHEBA PP 12CT PATE SEAFO MULI,2310011028, 98 , 102 ,(4),104%,$889 ,$928 
63753,PED SMALL BREED STEAK & VEGGIE,2310011034, 128 , 132 ,(4),103%,$630 ,$650 
65617,PED SMALL BREED STK & VEG,2310011035, 134 , 128 , 6 ,96%,"$1,814 ","$1,741 "
325591,TEMPTATIONS SAVORY SALMON FLAV,2310011079, 44 , 44 , 0 ,100%,$363 ,$363 
325582,TEMPTATIONS CREAMY DAIRY FLAV,2310011080, 56 , 57 ,(1),102%,$494 ,$470 
331933,TEMPTATIONS MIX UPS CATNIP FEV,2310011081, 128 , 126 , 2 ,98%,"$1,055 ","$1,039 "
192000,PED TGD FLT MGN SINGLE,2310011116, 300 , 300 , 0 ,100%,$234 ,$235 
319666,PEDIGREE ADULT STEAK/VEG BONUS,2310011131, 199 , 192 , 7 ,96%,"$2,694 ","$2,600 "
735320,PEDIGREE CHPD FLT MG & BF 12CT,2310011215, 67 , 71 ,(4),106%,$653 ,$692 
111951,SHEBA PP TUNA CUTS,2310011415, 552 , 585 ,(33),106%,$353 ,$375 
336525,SHEBA PP ROASTED CHICKEN,2310011416, 504 , 506 ,(2),100%,$323 ,$324 
111804,SHEBA PP TURKEY CUTS,2310011417, 384 , 407 ,(23),106%,$246 ,$261 
336538,SHEBA PP GOURMET SALMON,2310011418, 504 , 477 , 27 ,95%,$323 ,$306 
112110,SHEBA PP WHITEFISH & TUNA CUTS,2310011420, 456 , 468 ,(12),103%,$292 ,$300 
354723,CESAR HD MIXED 24PK,2310011437, 44 , 43 , 1 ,98%,$813 ,$795 
336498,SHEBA PRFT PORTIONS MULTI,2310011516, 74 , 66 , 8 ,89%,$673 ,$597 
354710,CESAR DRY FLT MIGN VEG 2.7LB,2310011624, 88 , 80 , 8 ,91%,$483 ,$439 
325604,TEMPTATIONS TEMPTING TUNA FLAV,2310011642, 48 , 43 , 5 ,90%,$396 ,$354 
325571,TEMPTATIONS BLISSFUL CATNIP FL,2310011643, 90 , 85 , 5 ,94%,$283 ,$267 
946363,TEMPTATIONS TASTY CHICKEN 30OZ,2310011718, 26 , 21 , 5 ,81%,$395 ,$319 
994621,TEMPTATIONS SEAFOOD MEDLEY30OZ,2310011719, 26 , 22 , 4 ,85%,$395 ,$334 
323168,SHEBA MEATY STICKS CHICKEN,2310011781, 170 , 170 , 0 ,100%,$255 ,$255 
